mirna_id	target_gene_id
hsa-miR-3942-5p	27327
hsa-miR-4703-5p	27327
hsa-miR-5094	27327
hsa-miR-5572	27327
hsa-miR-548az-5p	27327
hsa-miR-6737-5p	27327
hsa-miR-6812-5p	27327
hsa-miR-6819-5p	27327
hsa-miR-6855-5p	27327
hsa-miR-4252	27327
hsa-miR-4482-3p	27327
hsa-miR-224-5p	27327
hsa-miR-299-5p	27327
hsa-miR-409-3p	27327
hsa-miR-615-5p	4150
hsa-miR-1267	23450
hsa-miR-1276	23450
hsa-miR-3153	23450
hsa-miR-3160-3p	23450
hsa-miR-6733-5p	23450
hsa-miR-6734-5p	23450
hsa-miR-6739-5p	23450
hsa-miR-6783-5p	23450
hsa-miR-7160-5p	23450
hsa-miR-19a-3p	23450
hsa-miR-19b-3p	23450
hsa-miR-411-5p	23450
hsa-miR-548f-5p	23450
hsa-miR-548g-5p	23450
hsa-miR-548n	23450
hsa-miR-548x-5p	23450
hsa-miR-3650	23450
hsa-miR-4455	23450
hsa-miR-548aj-5p	23450
hsa-miR-4524b-3p	23450
hsa-miR-548aw	23450
hsa-miR-6867-5p	23450
hsa-miR-8485	26135
hsa-miR-3662	8139
hsa-miR-32-5p	8139
hsa-miR-92a-3p	8139
hsa-miR-92b-3p	8139
hsa-miR-1226-5p	8140
hsa-miR-302a-5p	7531
hsa-let-7a-5p	140775
hsa-let-7b-5p	140775
hsa-let-7c-5p	140775
hsa-let-7d-5p	140775
hsa-let-7e-5p	140775
hsa-let-7f-5p	140775
hsa-miR-98-5p	140775
hsa-miR-196a-5p	140775
hsa-let-7g-5p	140775
hsa-let-7i-5p	140775
hsa-miR-140-5p	140775
hsa-miR-299-3p	140775
hsa-miR-196b-5p	140775
hsa-miR-518a-5p	140775
hsa-miR-527	140775
hsa-miR-573	140775
hsa-miR-3606-5p	140775
hsa-miR-3616-5p	140775
hsa-miR-4458	140775
hsa-miR-4500	140775
hsa-miR-4684-3p	140775
hsa-miR-4795-5p	140775
hsa-miR-6073	140775
hsa-miR-1184	57649
hsa-miR-138-2-3p	57649
hsa-miR-486-3p	57649
hsa-miR-19a-3p	57532
hsa-miR-19b-3p	57532
hsa-miR-3065-5p	57532
hsa-miR-7849-3p	57532
hsa-miR-3163	57532
hsa-miR-5584-5p	57532
hsa-miR-6750-5p	57532
hsa-miR-6822-5p	57532
hsa-miR-9500	57532
hsa-miR-370-3p	57532
hsa-miR-6893-3p	57532
hsa-miR-4684-3p	57532
hsa-miR-455-5p	57532
hsa-miR-568	57532
hsa-miR-874-3p	57532
hsa-miR-3622a-3p	57532
hsa-miR-3622b-3p	57532
hsa-miR-552-3p	57532
hsa-miR-3074-3p	57532
hsa-miR-4729	57532
hsa-miR-7151-3p	57532
hsa-miR-548c-3p	22834
hsa-miR-203a-3p	22834
hsa-miR-7703	22834
hsa-miR-548a-3p	22834
hsa-miR-548e-3p	22834
hsa-miR-548f-3p	22834
hsa-miR-548ar-3p	22834
hsa-miR-548az-3p	22834
hsa-miR-26a-1-3p	22834
hsa-miR-193a-3p	10238
hsa-miR-494-3p	10238
hsa-miR-588	10238
hsa-miR-641	10238
hsa-miR-875-3p	10238
hsa-miR-3190-5p	10238
hsa-miR-4252	10238
hsa-miR-4261	10238
hsa-miR-3617-5p	10238
hsa-miR-4701-5p	10238
hsa-miR-216a-3p	10238
hsa-miR-128-3p	10238
hsa-miR-590-3p	10238
hsa-miR-4282	10238
hsa-miR-3681-3p	10238
hsa-miR-5787	23135
hsa-miR-190a-3p	6632
hsa-miR-337-3p	6632
hsa-miR-15b-3p	5366
hsa-miR-568	5366
hsa-miR-570-5p	5366
hsa-miR-624-3p	5366
hsa-miR-3924	5366
hsa-miR-548ag	5366
hsa-miR-548ai	5366
hsa-miR-4517	5366
hsa-miR-4528	5366
hsa-miR-5583-3p	5366
hsa-miR-548ba	5366
hsa-miR-3646	5366
hsa-miR-29a-5p	5366
hsa-miR-193a-3p	5366
hsa-miR-4699-3p	5366
hsa-miR-4716-5p	5366
hsa-miR-448	5366
hsa-miR-519c-5p	5366
hsa-miR-519b-5p	5366
hsa-miR-523-5p	5366
hsa-miR-518f-5p	5366
hsa-miR-520c-5p	5366
hsa-miR-518e-5p	5366
hsa-miR-518d-5p	5366
hsa-miR-522-5p	5366
hsa-miR-519a-5p	5366
hsa-miR-5700	5366
hsa-miR-8076	5366
hsa-miR-511-3p	5366
hsa-miR-1185-2-3p	5366
hsa-miR-1185-1-3p	5366
hsa-miR-488-5p	5366
hsa-miR-3169	5366
hsa-miR-3651	5366
hsa-miR-26a-5p	5366
hsa-miR-499a-5p	5366
hsa-miR-548c-3p	5366
hsa-miR-888-5p	5366
hsa-miR-1297	5366
hsa-miR-1244	5366
hsa-miR-4432	5366
hsa-miR-4465	5366
hsa-miR-5697	5366
hsa-miR-576-3p	5366
hsa-miR-1294	5366
hsa-miR-4316	5366
hsa-miR-4775	5366
hsa-miR-200b-3p	5366
hsa-miR-429	5366
hsa-miR-30c-5p	3949
hsa-miR-30d-5p	3949
hsa-miR-30b-5p	3949
hsa-miR-30e-5p	3949
hsa-miR-17-5p	3949
hsa-miR-19a-3p	3949
hsa-miR-20a-5p	3949
hsa-miR-106a-5p	3949
hsa-miR-106b-5p	3949
hsa-miR-301a-3p	3949
hsa-miR-20b-5p	3949
hsa-miR-519c-3p	3949
hsa-miR-526b-3p	3949
hsa-miR-519b-3p	3949
hsa-miR-519d-3p	3949
hsa-miR-520g-3p	3949
hsa-miR-520h	3949
hsa-miR-519a-3p	3949
hsa-miR-605-5p	3949
hsa-miR-548c-3p	3949
hsa-miR-454-3p	3949
hsa-miR-301b-3p	3949
hsa-miR-4295	3949
hsa-miR-4301	3949
hsa-miR-4286	3949
hsa-miR-3613-3p	3949
hsa-miR-3666	3949
hsa-miR-4668-3p	3949
hsa-miR-4803	3949
hsa-miR-181a-5p	3949
hsa-miR-181b-5p	3949
hsa-miR-181c-5p	3949
hsa-miR-27b-3p	3949
hsa-miR-181d-5p	3949
hsa-miR-506-5p	3949
hsa-miR-641	3949
hsa-miR-4262	3949
hsa-miR-3617-5p	3949
hsa-miR-187-5p	90007
hsa-miR-222-3p	90007
hsa-miR-873-3p	90007
hsa-miR-1279	90007
hsa-miR-2110	90007
hsa-miR-548v	90007
hsa-miR-4271	90007
hsa-miR-4487	90007
hsa-miR-4667-5p	90007
hsa-miR-4700-5p	90007
hsa-miR-4725-3p	90007
hsa-miR-4731-5p	90007
hsa-miR-4747-5p	90007
hsa-miR-5196-5p	90007
hsa-miR-5580-3p	90007
hsa-miR-6780b-5p	90007
hsa-miR-8089	90007
hsa-miR-17-5p	90007
hsa-miR-20a-5p	90007
hsa-miR-106a-5p	90007
hsa-miR-153-5p	90007
hsa-miR-106b-5p	90007
hsa-miR-20b-5p	90007
hsa-miR-519c-3p	90007
hsa-miR-526b-3p	90007
hsa-miR-519b-3p	90007
hsa-miR-519d-3p	90007
hsa-miR-519a-3p	90007
hsa-miR-1250-3p	90007
hsa-miR-3686	90007
hsa-miR-3609	90007
hsa-miR-548ah-5p	90007
hsa-miR-148a-5p	811
hsa-miR-875-3p	811
hsa-miR-3116	811
hsa-miR-3148	811
hsa-miR-3646	811
hsa-miR-3662	811
hsa-miR-6849-3p	811
hsa-miR-4668-5p	2872
hsa-miR-16-2-3p	170959
hsa-miR-195-3p	170959
hsa-miR-155-5p	170959
hsa-miR-224-5p	1340
hsa-miR-433-3p	1340
hsa-miR-651-5p	1340
hsa-miR-374b-3p	1340
hsa-miR-4690-5p	1340
hsa-miR-6165	1340
hsa-miR-6510-5p	1340
hsa-miR-5186	84924
hsa-miR-4329	51341
hsa-miR-490-5p	808
hsa-miR-432-3p	808
hsa-miR-641	808
hsa-miR-1972	808
hsa-miR-3617-5p	808
hsa-miR-4650-5p	808
hsa-miR-4802-3p	808
hsa-miR-6077	808
hsa-miR-29a-3p	808
hsa-miR-29b-3p	808
hsa-miR-29c-3p	808
hsa-miR-3622b-5p	808
hsa-miR-4678	808
hsa-miR-4733-3p	808
hsa-miR-5187-5p	808
hsa-miR-5682	808
hsa-miR-6728-5p	808
hsa-miR-570-3p	808
hsa-miR-4742-3p	808
hsa-miR-5698	6510
hsa-miR-25-3p	9422
hsa-miR-32-5p	9422
hsa-miR-92a-3p	9422
hsa-miR-363-3p	9422
hsa-miR-367-3p	9422
hsa-miR-92b-3p	9422
hsa-miR-1200	9422
hsa-miR-3163	9422
hsa-miR-4324	9422
hsa-miR-5692a	9422
hsa-miR-142-5p	9422
hsa-miR-382-5p	9422
hsa-miR-495-5p	9422
hsa-miR-5590-3p	9422
hsa-miR-143-5p	10794
hsa-miR-455-5p	10794
hsa-miR-545-5p	10794
hsa-miR-573	10794
hsa-miR-595	10794
hsa-miR-648	10794
hsa-miR-3616-5p	10794
hsa-miR-3662	10794
hsa-miR-3944-5p	10794
hsa-miR-4641	10794
hsa-miR-4795-5p	10794
hsa-miR-155-3p	10794
hsa-miR-3074-3p	10794
hsa-miR-3191-3p	8570
hsa-miR-6795-5p	8570
hsa-miR-6887-5p	8570
hsa-miR-7109-5p	8570
hsa-miR-7110-3p	8570
hsa-miR-548q	5326
hsa-miR-548c-3p	8202
hsa-miR-7113-3p	9825
hsa-miR-17-5p	84612
hsa-miR-20a-5p	84612
hsa-miR-93-5p	84612
hsa-miR-106b-5p	84612
hsa-miR-20b-5p	84612
hsa-miR-519d-3p	84612
hsa-miR-4289	84612
hsa-miR-18b-5p	84612
hsa-miR-2053	84612
hsa-miR-4325	84612
hsa-miR-4735-3p	84612
hsa-miR-5692a	84612
hsa-miR-3163	84612
hsa-miR-374a-5p	84612
hsa-miR-363-3p	10018
hsa-miR-367-3p	10018
hsa-miR-92b-3p	10018
hsa-miR-3161	10018
hsa-miR-4517	10018
hsa-miR-4698	10018
hsa-miR-8063	10018
hsa-miR-148a-3p	10018
hsa-miR-105-5p	10018
hsa-miR-187-5p	10018
hsa-miR-570-3p	10018
hsa-miR-548v	10018
hsa-miR-5589-5p	10018
hsa-miR-6508-5p	10018
hsa-miR-7853-5p	10018
hsa-miR-8067	10018
hsa-miR-125b-2-3p	10018
hsa-miR-301b-3p	10018
hsa-miR-16-1-3p	10018
hsa-miR-10a-5p	10018
hsa-miR-339-5p	10018
hsa-miR-4275	10018
hsa-miR-3688-5p	10018
hsa-miR-4796-3p	10018
hsa-miR-185-5p	571
hsa-miR-190a-3p	571
hsa-miR-4306	571
hsa-miR-3924	571
hsa-miR-4644	571
hsa-miR-5011-5p	571
hsa-miR-8076	571
hsa-miR-302a-3p	571
hsa-miR-302b-3p	571
hsa-miR-302c-3p	571
hsa-miR-302d-3p	571
hsa-miR-372-3p	571
hsa-miR-373-3p	571
hsa-miR-520f-3p	571
hsa-miR-520a-3p	571
hsa-miR-520c-3p	571
hsa-miR-520d-3p	571
hsa-miR-539-5p	571
hsa-miR-302e	571
hsa-miR-4451	571
hsa-miR-6832-5p	571
hsa-let-7a-5p	571
hsa-let-7b-5p	571
hsa-let-7c-5p	571
hsa-let-7d-5p	571
hsa-let-7e-5p	571
hsa-let-7f-5p	571
hsa-miR-98-5p	571
hsa-let-7g-5p	571
hsa-let-7i-5p	571
hsa-miR-142-3p	571
hsa-miR-196b-5p	571
hsa-miR-4280	571
hsa-miR-3668	571
hsa-miR-3935	571
hsa-miR-4458	571
hsa-miR-4500	571
hsa-miR-6504-3p	571
hsa-miR-138-1-3p	285172
hsa-miR-4303	285172
hsa-miR-6834-5p	1385
hsa-miR-433-3p	1385
hsa-miR-6867-5p	1399
hsa-miR-31-3p	1399
hsa-miR-922	1399
hsa-miR-3134	1399
hsa-miR-3944-5p	1399
hsa-miR-4534	1399
hsa-miR-1245b-3p	1399
hsa-miR-8082	1399
hsa-miR-30a-5p	23119
hsa-miR-30c-5p	23119
hsa-miR-30d-5p	23119
hsa-miR-30e-5p	23119
hsa-miR-577	23119
hsa-miR-1277-5p	23119
hsa-miR-4495	23119
hsa-miR-4643	5594
hsa-miR-5190	5594
hsa-miR-3613-3p	5757
hsa-miR-4445-5p	5757
hsa-miR-548at-5p	5757
hsa-miR-6128	5757
hsa-miR-26a-5p	23112
hsa-miR-26b-5p	23112
hsa-miR-1297	23112
hsa-miR-4465	23112
hsa-miR-5697	23112
hsa-miR-362-3p	23112
hsa-miR-329-3p	23112
hsa-miR-603	23112
hsa-miR-543	23112
hsa-miR-3658	23112
hsa-miR-3941	23112
hsa-miR-6757-3p	23112
hsa-miR-8485	23112
hsa-miR-19a-3p	23112
hsa-miR-1249-5p	23112
hsa-miR-6797-5p	23112
hsa-miR-4269	23112
hsa-miR-3150b-3p	23112
hsa-miR-4784	23112
hsa-miR-6715b-5p	23112
hsa-miR-17-5p	165324
hsa-miR-20a-5p	165324
hsa-miR-106a-5p	165324
hsa-miR-106b-5p	165324
hsa-miR-20b-5p	165324
hsa-miR-519c-3p	165324
hsa-miR-526b-3p	165324
hsa-miR-519b-3p	165324
hsa-miR-519d-3p	165324
hsa-miR-519a-3p	165324
hsa-miR-3180-5p	165324
hsa-miR-4531	165324
hsa-miR-142-5p	165324
hsa-miR-153-5p	165324
hsa-miR-340-5p	165324
hsa-miR-1910-3p	165324
hsa-miR-4280	165324
hsa-miR-3609	165324
hsa-miR-548ah-5p	165324
hsa-miR-4796-3p	165324
hsa-miR-5590-3p	165324
hsa-miR-5680	165324
hsa-miR-6511a-5p	165324
hsa-miR-6869-5p	165324
hsa-miR-8066	165324
hsa-miR-30a-3p	10797
hsa-miR-30d-3p	10797
hsa-miR-30e-3p	10797
hsa-miR-559	10797
hsa-miR-548b-5p	10797
hsa-miR-548a-5p	10797
hsa-miR-548c-5p	10797
hsa-miR-548d-5p	10797
hsa-miR-548j-5p	10797
hsa-miR-548k	10797
hsa-miR-548l	10797
hsa-miR-548f-5p	10797
hsa-miR-548g-5p	10797
hsa-miR-548h-5p	10797
hsa-miR-548p	10797
hsa-miR-548i	10797
hsa-miR-548w	10797
hsa-miR-548x-5p	10797
hsa-miR-548y	10797
hsa-miR-548o-5p	10797
hsa-miR-548ab	10797
hsa-miR-548ad-5p	10797
hsa-miR-548ae-5p	10797
hsa-miR-548aj-5p	10797
hsa-miR-548ak	10797
hsa-miR-548am-5p	10797
hsa-miR-4670-3p	10797
hsa-miR-548ap-5p	10797
hsa-miR-548aq-5p	10797
hsa-miR-548ar-5p	10797
hsa-miR-548as-5p	10797
hsa-miR-548au-5p	10797
hsa-miR-548av-5p	10797
hsa-miR-548ay-5p	10797
hsa-miR-8054	10797
hsa-miR-548bb-5p	10797
hsa-miR-101-5p	4144
hsa-miR-340-5p	4144
hsa-miR-1298-3p	4144
hsa-miR-3126-3p	4144
hsa-miR-548at-5p	4144
hsa-miR-26a-5p	4144
hsa-miR-876-5p	4144
hsa-miR-1297	4144
hsa-miR-3167	4144
hsa-miR-4465	4144
hsa-miR-4691-5p	4144
hsa-miR-5193	4144
hsa-miR-5697	4144
hsa-miR-6749-3p	4144
hsa-miR-6792-3p	4144
hsa-miR-6864-5p	4144
hsa-miR-7515	4144
hsa-miR-548c-3p	4144
hsa-miR-2276-3p	55654
hsa-miR-548s	7555
hsa-miR-21-5p	256356
hsa-miR-513a-3p	4154
hsa-miR-576-5p	4154
hsa-miR-590-3p	4154
hsa-miR-936	4154
hsa-miR-513c-3p	4154
hsa-miR-3606-3p	4154
hsa-miR-491-3p	4154
hsa-miR-590-5p	4154
hsa-miR-1301-3p	4154
hsa-miR-4660	4154
hsa-miR-5047	4154
hsa-miR-30b-5p	4154
hsa-miR-30e-5p	4154
hsa-let-7f-2-3p	4154
hsa-miR-19a-3p	4154
hsa-miR-130a-3p	4154
hsa-miR-301a-3p	4154
hsa-miR-519c-3p	4154
hsa-miR-519b-3p	4154
hsa-miR-519a-3p	4154
hsa-miR-454-3p	4154
hsa-miR-1185-2-3p	4154
hsa-miR-1185-1-3p	4154
hsa-miR-301b-3p	4154
hsa-miR-4295	4154
hsa-miR-3666	4154
hsa-miR-548aw	4154
hsa-miR-153-5p	4154
hsa-miR-552-5p	4154
hsa-miR-3161	4154
hsa-miR-548c-3p	79718
hsa-miR-5691	79718
hsa-miR-6805-3p	79718
hsa-miR-4433b-5p	79718
hsa-miR-130a-3p	7048
hsa-miR-142-5p	7048
hsa-miR-106b-5p	7048
hsa-miR-301a-3p	7048
hsa-miR-20b-5p	7048
hsa-miR-519c-3p	7048
hsa-miR-526b-3p	7048
hsa-miR-519b-3p	7048
hsa-miR-519d-3p	7048
hsa-miR-519a-3p	7048
hsa-miR-548c-3p	7048
hsa-miR-454-3p	7048
hsa-miR-301b-3p	7048
hsa-miR-4295	7048
hsa-miR-3666	7048
hsa-miR-5590-3p	7048
hsa-miR-1276	7048
hsa-miR-520a-5p	55209
hsa-miR-525-5p	55209
hsa-miR-646	55209
hsa-miR-1207-3p	55209
hsa-miR-1252-5p	55209
hsa-miR-1827	55209
hsa-miR-3135a	55209
hsa-miR-3180-5p	55209
hsa-miR-4533	55209
hsa-miR-6828-5p	55209
hsa-miR-448	55209
hsa-miR-1253	55209
hsa-miR-126-5p	55209
hsa-miR-590-3p	55209
hsa-miR-944	55209
hsa-miR-4698	55209
hsa-miR-6504-3p	55209
hsa-miR-8063	55209
hsa-miR-8084	132720
hsa-miR-223-3p	6307
hsa-miR-520g-3p	6307
hsa-miR-520h	6307
hsa-miR-561-3p	6307
hsa-miR-582-5p	6307
hsa-miR-4328	6307
hsa-miR-3973	6307
hsa-miR-559	56929
hsa-miR-548b-5p	56929
hsa-miR-548a-5p	56929
hsa-miR-548c-5p	56929
hsa-miR-548d-5p	56929
hsa-miR-548j-5p	56929
hsa-miR-548h-5p	56929
hsa-miR-548i	56929
hsa-miR-548w	56929
hsa-miR-548y	56929
hsa-miR-548o-5p	56929
hsa-miR-548ab	56929
hsa-miR-548ad-5p	56929
hsa-miR-548ae-5p	56929
hsa-miR-548ak	56929
hsa-miR-548am-5p	56929
hsa-miR-548ap-5p	56929
hsa-miR-548aq-5p	56929
hsa-miR-548ar-5p	56929
hsa-miR-548as-5p	56929
hsa-miR-548au-5p	56929
hsa-miR-548ay-5p	56929
hsa-miR-548bb-5p	56929
hsa-let-7a-5p	134266
hsa-let-7c-5p	134266
hsa-let-7d-5p	134266
hsa-let-7e-5p	134266
hsa-let-7f-5p	134266
hsa-miR-98-5p	134266
hsa-miR-196a-5p	134266
hsa-let-7g-5p	134266
hsa-let-7i-5p	134266
hsa-miR-196b-5p	134266
hsa-miR-410-3p	134266
hsa-miR-1245a	134266
hsa-miR-4257	134266
hsa-miR-4458	134266
hsa-miR-4500	134266
hsa-miR-6073	134266
hsa-miR-6847-5p	134266
hsa-miR-8062	134266
hsa-miR-8079	134266
hsa-miR-23a-3p	3842
hsa-miR-27a-3p	3842
hsa-miR-101-3p	3842
hsa-miR-181a-5p	3842
hsa-miR-181b-5p	3842
hsa-miR-181c-5p	3842
hsa-miR-23b-3p	3842
hsa-miR-27b-3p	3842
hsa-miR-130a-5p	3842
hsa-miR-144-3p	3842
hsa-miR-181d-5p	3842
hsa-miR-513a-5p	3842
hsa-miR-4262	3842
hsa-miR-23c	3842
hsa-miR-4310	3842
hsa-miR-7157-5p	3842
hsa-miR-648	3842
hsa-miR-4468	3842
hsa-miR-1245b-3p	3842
hsa-miR-548ao-5p	3842
hsa-miR-548ax	3842
hsa-miR-6081	3842
hsa-miR-32-5p	3842
hsa-miR-92b-3p	3842
hsa-miR-139-5p	3842
hsa-miR-190a-3p	3842
hsa-miR-338-5p	3842
hsa-miR-640	3842
hsa-miR-1277-5p	3842
hsa-miR-5011-5p	3842
hsa-miR-6074	3842
hsa-miR-6076	3842
hsa-miR-6797-3p	3842
hsa-miR-4432	153339
hsa-miR-10a-5p	153642
hsa-miR-10b-5p	153642
hsa-miR-190a-3p	153642
hsa-miR-556-3p	153642
hsa-miR-2681-5p	153642
hsa-miR-5011-5p	153642
hsa-miR-365a-3p	29116
hsa-miR-365b-3p	29116
hsa-miR-570-3p	29116
hsa-miR-1233-5p	29116
hsa-miR-3658	29116
hsa-miR-4698	29116
hsa-miR-6778-5p	29116
hsa-miR-25-3p	29116
hsa-miR-32-5p	29116
hsa-miR-363-3p	29116
hsa-miR-367-3p	29116
hsa-miR-92b-3p	29116
hsa-miR-3974	29116
hsa-miR-216a-5p	29116
hsa-miR-545-5p	29116
hsa-miR-542-3p	29116
hsa-miR-4280	29116
hsa-miR-3609	29116
hsa-miR-548ah-5p	29116
hsa-miR-4797-3p	29116
hsa-miR-187-5p	29116
hsa-miR-221-3p	29116
hsa-miR-222-3p	29116
hsa-miR-323a-3p	29116
hsa-miR-548v	29116
hsa-miR-4517	29116
hsa-miR-455-5p	29116
hsa-miR-889-3p	29116
hsa-miR-1227-3p	29116
hsa-miR-548n	29116
hsa-miR-5583-3p	29116
hsa-miR-374a-5p	6310
hsa-miR-374b-5p	6310
hsa-miR-627-3p	6310
hsa-miR-1228-3p	6310
hsa-miR-140-3p	6310
hsa-miR-15a-5p	1871
hsa-miR-15b-5p	1871
hsa-miR-497-5p	1871
hsa-miR-4496	1871
hsa-miR-6868-5p	1871
hsa-miR-21-3p	6659
hsa-miR-1253	6659
hsa-miR-6884-3p	6659
hsa-miR-3658	6659
hsa-miR-548c-3p	6659
hsa-miR-2392	6659
hsa-miR-4435	6659
hsa-miR-129-1-3p	6659
hsa-miR-139-3p	6659
hsa-miR-4276	6659
hsa-miR-4428	6659
hsa-miR-4687-5p	6659
hsa-miR-6779-3p	6659
hsa-miR-6886-3p	6659
hsa-miR-3613-3p	6659
hsa-miR-30a-5p	6659
hsa-miR-30d-5p	6659
hsa-miR-30e-5p	6659
hsa-miR-539-5p	6659
hsa-miR-573	6659
hsa-miR-3158-5p	6659
hsa-miR-3616-5p	6659
hsa-miR-4531	6659
hsa-miR-4795-5p	6659
hsa-miR-4802-3p	6659
hsa-miR-4475	6659
hsa-miR-19a-3p	6659
hsa-miR-19b-3p	6659
hsa-miR-20a-5p	6659
hsa-miR-93-5p	6659
hsa-miR-106a-5p	6659
hsa-miR-203a-5p	6659
hsa-miR-130a-3p	6659
hsa-miR-106b-5p	6659
hsa-miR-299-5p	6659
hsa-miR-301a-3p	6659
hsa-miR-130b-3p	6659
hsa-miR-20b-5p	6659
hsa-miR-519c-3p	6659
hsa-miR-526b-3p	6659
hsa-miR-519b-3p	6659
hsa-miR-519d-3p	6659
hsa-miR-519a-3p	6659
hsa-miR-576-3p	6659
hsa-miR-454-3p	6659
hsa-miR-301b-3p	6659
hsa-miR-548t-5p	6659
hsa-miR-4295	6659
hsa-miR-3666	6659
hsa-miR-548aw	6659
hsa-miR-548az-5p	6659
hsa-miR-6882-5p	6659
hsa-miR-4307	6659
hsa-miR-25-3p	6659
hsa-miR-32-5p	6659
hsa-miR-92a-3p	6659
hsa-miR-363-3p	6659
hsa-miR-367-3p	6659
hsa-miR-432-3p	6659
hsa-miR-92b-3p	6659
hsa-miR-561-3p	6659
hsa-miR-1279	6659
hsa-miR-3134	6659
hsa-miR-4720-5p	6659
hsa-miR-4799-3p	6659
hsa-miR-5588-5p	6659
hsa-miR-3065-5p	6659
hsa-miR-7159-5p	6659
hsa-miR-15a-5p	3304
hsa-miR-212-3p	3304
hsa-miR-15b-5p	3304
hsa-miR-132-3p	3304
hsa-miR-195-5p	3304
hsa-miR-424-5p	3304
hsa-miR-497-5p	3304
hsa-miR-455-3p	3304
hsa-miR-545-3p	3304
hsa-miR-4709-5p	3304
hsa-miR-5588-3p	3304
hsa-miR-6507-3p	3304
hsa-miR-6838-5p	3304
hsa-miR-8081	3304
hsa-miR-1276	3304
hsa-miR-3160-3p	3304
hsa-miR-5680	3304
hsa-miR-3613-3p	3304
hsa-miR-34c-5p	3304
hsa-miR-449a	3304
hsa-miR-449b-5p	3304
hsa-miR-5696	3304
hsa-miR-6499-3p	3304
hsa-miR-6750-5p	3304
hsa-miR-6815-5p	3304
hsa-miR-6822-5p	3304
hsa-miR-6865-5p	3304
hsa-miR-142-3p	3304
hsa-miR-4255	3304
hsa-miR-3674	3304
hsa-miR-6073	3304
hsa-miR-6849-3p	3304
hsa-miR-7977	3304
hsa-miR-4261	2739
hsa-miR-424-5p	7422
hsa-miR-497-5p	7422
hsa-miR-374b-3p	7422
hsa-miR-3163	7422
hsa-miR-4524a-5p	7422
hsa-miR-451b	7422
hsa-miR-4524b-5p	7422
hsa-miR-6838-5p	7422
hsa-miR-568	7422
hsa-miR-1277-5p	7422
hsa-miR-889-3p	6239
hsa-miR-3658	6239
hsa-miR-19a-3p	10957
hsa-miR-19b-3p	10957
hsa-miR-199a-3p	10957
hsa-miR-199b-3p	10957
hsa-miR-222-5p	10957
hsa-miR-130a-3p	10957
hsa-miR-301a-3p	10957
hsa-miR-130b-3p	10957
hsa-miR-454-3p	10957
hsa-miR-301b-3p	10957
hsa-miR-936	10957
hsa-miR-3129-5p	10957
hsa-miR-4295	10957
hsa-miR-3666	10957
hsa-miR-4671-3p	10957
hsa-miR-3179	64599
hsa-miR-4639-3p	64599
hsa-miR-4667-5p	64599
hsa-miR-4700-5p	64599
hsa-miR-6810-5p	64599
hsa-miR-8089	64599
hsa-miR-25-3p	23008
hsa-miR-32-5p	23008
hsa-miR-92a-3p	23008
hsa-miR-190a-3p	23008
hsa-miR-363-3p	23008
hsa-miR-367-3p	23008
hsa-miR-92b-3p	23008
hsa-miR-1183	23008
hsa-miR-4325	23008
hsa-miR-4700-3p	23008
hsa-miR-5011-5p	23008
hsa-miR-7703	23008
hsa-miR-15a-5p	7975
hsa-miR-16-5p	7975
hsa-miR-203a-3p	7975
hsa-miR-15b-5p	7975
hsa-miR-195-5p	7975
hsa-miR-424-5p	7975
hsa-miR-497-5p	7975
hsa-miR-548e-5p	7975
hsa-miR-3613-3p	7975
hsa-miR-4694-3p	7975
hsa-miR-5692a	7975
hsa-miR-6838-5p	7975
hsa-miR-623	11097
hsa-miR-759	11097
hsa-miR-4755-5p	11097
hsa-miR-5006-3p	11097
hsa-miR-30a-3p	11097
hsa-miR-30d-3p	11097
hsa-miR-30e-3p	11097
hsa-miR-590-3p	11097
hsa-miR-548k	11097
hsa-miR-548n	11097
hsa-miR-4775	11097
hsa-miR-548av-5p	11097
hsa-miR-8054	11097
hsa-miR-519c-3p	5814
hsa-miR-519b-3p	5814
hsa-miR-519a-3p	5814
hsa-miR-3611	5814
hsa-miR-30c-2-3p	5814
hsa-miR-30c-1-3p	5814
hsa-miR-5692a	5814
hsa-miR-6788-5p	5814
hsa-miR-15a-5p	221937
hsa-miR-16-5p	221937
hsa-miR-195-5p	221937
hsa-miR-424-5p	221937
hsa-miR-497-5p	221937
hsa-miR-559	221937
hsa-miR-548b-5p	221937
hsa-miR-548a-5p	221937
hsa-miR-548c-5p	221937
hsa-miR-630	221937
hsa-miR-548d-5p	221937
hsa-miR-548j-5p	221937
hsa-miR-548k	221937
hsa-miR-548l	221937
hsa-miR-548h-5p	221937
hsa-miR-548i	221937
hsa-miR-548w	221937
hsa-miR-3908	221937
hsa-miR-548y	221937
hsa-miR-548o-5p	221937
hsa-miR-548ab	221937
hsa-miR-548ad-5p	221937
hsa-miR-548ae-5p	221937
hsa-miR-548ak	221937
hsa-miR-4495	221937
hsa-miR-4524a-5p	221937
hsa-miR-548am-5p	221937
hsa-miR-548ap-5p	221937
hsa-miR-4524b-5p	221937
hsa-miR-548aq-5p	221937
hsa-miR-548ar-5p	221937
hsa-miR-548as-5p	221937
hsa-miR-548au-5p	221937
hsa-miR-5589-3p	221937
hsa-miR-548av-5p	221937
hsa-miR-548ay-5p	221937
hsa-miR-6838-5p	221937
hsa-miR-8054	221937
hsa-miR-548bb-5p	221937
hsa-miR-6758-3p	221937
hsa-miR-513a-3p	1021
hsa-miR-670-3p	1021
