ncID	tarID
NONHSAG023321	Q8NHQ9
NONHSAG023376	Q8NHQ9
NONHSAG024224	Q8NHQ9
NONHSAG024666	Q8NHQ9
NONHSAG024863	Q8NHQ9
NONHSAG024923	Q8NHQ9
NONHSAG025089	Q8NHQ9
NONHSAG025160	Q8NHQ9
NONHSAG076451	Q8NHQ9
NONHSAG026068	Q8NHQ9
NONHSAG026072	Q8NHQ9
NONHSAG026230	Q8NHQ9
NONHSAG026310	Q8NHQ9
NONHSAG026381	Q8NHQ9
NONHSAG077527	Q8NHQ9
NONHSAG029191	Q8NHQ9
NONHSAG029467	Q8NHQ9
NONHSAG029956	Q8NHQ9
NONHSAG031666	Q8NHQ9
NONHSAG032018	Q8NHQ9
NONHSAG032803	Q8NHQ9
NONHSAG033168	Q8NHQ9
NONHSAG083577	Q8NHQ9
NONHSAG033690	Q8NHQ9
NONHSAG034336	Q8NHQ9
NONHSAG034973	Q8NHQ9
NONHSAG035896	Q8NHQ9
NONHSAG084937	Q8NHQ9
NONHSAG037408	Q8NHQ9
NONHSAG037420	Q8NHQ9
NONHSAG088954	Q8NHQ9
NONHSAG039398	Q8NHQ9
NONHSAG040143	Q8NHQ9
NONHSAG090182	Q8NHQ9
NONHSAG041057	Q8NHQ9
NONHSAG041519	Q8NHQ9
NONHSAG041529	Q8NHQ9
NONHSAG041844	Q8NHQ9
NONHSAG042319	Q8NHQ9
NONHSAG042360	Q8NHQ9
NONHSAG091452	Q8NHQ9
NONHSAG044064	Q8NHQ9
NONHSAG096880	Q8NHQ9
NONHSAG047050	Q8NHQ9
NONHSAG047260	Q8NHQ9
NONHSAG047507	Q8NHQ9
NONHSAG048505	Q8NHQ9
NONHSAG048506	Q8NHQ9
NONHSAG114040	Q8NHQ9
NONHSAG051091	Q8NHQ9
NONHSAG099126	Q8NHQ9
NONHSAG053014	Q8NHQ9
NONHSAG053842	Q8NHQ9
NONHSAG103285	Q8NHQ9
NONHSAG054432	Q8NHQ9
NONHSAG054779	Q8NHQ9
NONHSAG055187	Q8NHQ9
NONHSAG000835	P26196
NONHSAG000920	P26196
NONHSAG000967	P26196
NONHSAG001219	P26196
NONHSAG001351	P26196
NONHSAG001999	P26196
NONHSAG002205	P26196
NONHSAG002393	P26196
NONHSAG002576	P26196
NONHSAG002859	P26196
NONHSAG003938	P26196
NONHSAG003943	P26196
NONHSAG004140	P26196
NONHSAG057260	P26196
NONHSAG004564	P26196
NONHSAG004583	P26196
NONHSAG004855	P26196
NONHSAG005321	P26196
NONHSAG005455	P26196
NONHSAG006198	P26196
NONHSAG006227	P26196
NONHSAG007119	P26196
NONHSAG007444	P26196
NONHSAG007508	P26196
NONHSAG007695	P26196
NONHSAG007821	P26196
NONHSAG008349	P26196
NONHSAG008595	P26196
NONHSAG008728	P26196
NONHSAG008800	P26196
NONHSAG008841	P26196
NONHSAG008921	P26196
NONHSAG009182	P26196
NONHSAG009403	P26196
NONHSAG010307	P26196
NONHSAG010368	P26196
NONHSAG010735	P26196
NONHSAG011071	P26196
NONHSAG011125	P26196
NONHSAG011351	P26196
NONHSAG011439	P26196
NONHSAG011705	P26196
NONHSAG012590	P26196
NONHSAG015097	P26196
NONHSAG015893	P26196
NONHSAG015904	P26196
NONHSAG015961	P26196
NONHSAG016021	P26196
NONHSAG016601	P26196
NONHSAG016603	P26196
NONHSAG016733	P26196
NONHSAG016770	P26196
NONHSAG016894	P26196
NONHSAG016906	P26196
NONHSAG017679	P26196
NONHSAG017683	P26196
NONHSAG018244	P26196
NONHSAG018257	P26196
NONHSAG018293	P26196
NONHSAG018333	P26196
NONHSAG018395	P26196
NONHSAG021309	P26196
NONHSAG021315	P26196
NONHSAG021338	P26196
NONHSAG021347	P26196
NONHSAG021348	P26196
NONHSAG021390	P26196
NONHSAG021471	P26196
NONHSAG022078	P26196
NONHSAG022106	P26196
NONHSAG022142	P26196
NONHSAG022347	P26196
NONHSAG022634	P26196
NONHSAG022872	P26196
NONHSAG023185	P26196
NONHSAG023321	P26196
NONHSAG075003	P26196
NONHSAG023376	P26196
NONHSAG024224	P26196
NONHSAG024350	P26196
NONHSAG024543	P26196
NONHSAG024666	P26196
NONHSAG024778	P26196
NONHSAG024779	P26196
NONHSAG024783	P26196
NONHSAG024946	P26196
NONHSAG024993	P26196
NONHSAG025051	P26196
NONHSAG025089	P26196
NONHSAG025133	P26196
NONHSAG025137	P26196
NONHSAG025160	P26196
NONHSAG076451	P26196
NONHSAG026072	P26196
NONHSAG026230	P26196
NONHSAG026276	P26196
NONHSAG026310	P26196
NONHSAG026381	P26196
NONHSAG077527	P26196
NONHSAG077551	P26196
NONHSAG029191	P26196
NONHSAG029956	P26196
NONHSAG030103	P26196
NONHSAG030522	P26196
NONHSAG030876	P26196
NONHSAG031585	P26196
NONHSAG031666	P26196
NONHSAG031750	P26196
NONHSAG031790	P26196
NONHSAG032297	P26196
NONHSAG032383	P26196
NONHSAG032508	P26196
NONHSAG032803	P26196
NONHSAG033168	P26196
NONHSAG033691	P26196
NONHSAG033692	P26196
NONHSAG034006	P26196
NONHSAG034027	P26196
NONHSAG083777	P26196
NONHSAG084326	P26196
NONHSAG034213	P26196
NONHSAG034214	P26196
NONHSAG034215	P26196
NONHSAG034336	P26196
NONHSAG034492	P26196
NONHSAG034935	P26196
NONHSAG035023	P26196
NONHSAG035049	P26196
NONHSAG036783	P26196
NONHSAG037072	P26196
NONHSAG037082	P26196
NONHSAG037408	P26196
NONHSAG037420	P26196
NONHSAG088954	P26196
NONHSAG037900	P26196
NONHSAG039335	P26196
NONHSAG040143	P26196
NONHSAG090943	P26196
NONHSAG040315	P26196
NONHSAG040333	P26196
NONHSAG090182	P26196
NONHSAG040483	P26196
NONHSAG040542	P26196
NONHSAG041057	P26196
NONHSAG041695	P26196
NONHSAG041844	P26196
NONHSAG042360	P26196
NONHSAG091452	P26196
NONHSAG004756	P26196
NONHSAG044064	P26196
NONHSAG047002	P26196
NONHSAG047097	P26196
NONHSAG047507	P26196
NONHSAG047966	P26196
NONHSAG048224	P26196
NONHSAG048302	P26196
NONHSAG048505	P26196
NONHSAG048506	P26196
NONHSAG051091	P26196
NONHSAG052055	P26196
NONHSAG053014	P26196
NONHSAG053631	P26196
NONHSAG103285	P26196
NONHSAG054394	P26196
NONHSAG054779	P26196
NONHSAG055187	P26196
NONHSAG000981	Q8WYQ5
NONHSAG001351	Q8WYQ5
NONHSAG001459	Q8WYQ5
NONHSAG002859	Q8WYQ5
NONHSAG002985	Q8WYQ5
NONHSAG003943	Q8WYQ5
NONHSAG004027	Q8WYQ5
NONHSAG004975	Q8WYQ5
NONHSAG005321	Q8WYQ5
NONHSAG007320	Q8WYQ5
NONHSAG007508	Q8WYQ5
NONHSAG008444	Q8WYQ5
NONHSAG008507	Q8WYQ5
NONHSAG009514	Q8WYQ5
NONHSAG009520	Q8WYQ5
NONHSAG010313	Q8WYQ5
NONHSAG010319	Q8WYQ5
NONHSAG011267	Q8WYQ5
NONHSAG011269	Q8WYQ5
NONHSAG011894	Q8WYQ5
NONHSAG012608	Q8WYQ5
NONHSAG015904	Q8WYQ5
NONHSAG015969	Q8WYQ5
NONHSAG017009	Q8WYQ5
NONHSAG017683	Q8WYQ5
NONHSAG018395	Q8WYQ5
NONHSAG018749	Q8WYQ5
NONHSAG021307	Q8WYQ5
NONHSAG021338	Q8WYQ5
NONHSAG021347	Q8WYQ5
NONHSAG022078	Q8WYQ5
NONHSAG022106	Q8WYQ5
NONHSAG022142	Q8WYQ5
NONHSAG022634	Q8WYQ5
NONHSAG022872	Q8WYQ5
NONHSAG023185	Q8WYQ5
NONHSAG023238	Q8WYQ5
NONHSAG023418	Q8WYQ5
NONHSAG024224	Q8WYQ5
NONHSAG024395	Q8WYQ5
NONHSAG024543	Q8WYQ5
NONHSAG024666	Q8WYQ5
NONHSAG024946	Q8WYQ5
NONHSAG025137	Q8WYQ5
NONHSAG076451	Q8WYQ5
NONHSAG026276	Q8WYQ5
NONHSAG077122	Q8WYQ5
NONHSAG029628	Q8WYQ5
NONHSAG032461	Q8WYQ5
NONHSAG032508	Q8WYQ5
NONHSAG032682	Q8WYQ5
NONHSAG033168	Q8WYQ5
NONHSAG033183	Q8WYQ5
NONHSAG033657	Q8WYQ5
NONHSAG084326	Q8WYQ5
NONHSAG034213	Q8WYQ5
NONHSAG034215	Q8WYQ5
NONHSAG034336	Q8WYQ5
NONHSAG036412	Q8WYQ5
NONHSAG036415	Q8WYQ5
NONHSAG037195	Q8WYQ5
NONHSAG037411	Q8WYQ5
NONHSAG088954	Q8WYQ5
NONHSAG090182	Q8WYQ5
NONHSAG041057	Q8WYQ5
NONHSAG004756	Q8WYQ5
NONHSAG044064	Q8WYQ5
NONHSAG095917	Q8WYQ5
NONHSAG047507	Q8WYQ5
NONHSAG048505	Q8WYQ5
NONHSAG050747	Q8WYQ5
NONHSAG052055	Q8WYQ5
NONHSAG053014	Q8WYQ5
NONHSAG103285	Q8WYQ5
NONHSAG054432	Q8WYQ5
NONHSAG055187	Q8WYQ5
NONHSAG000920	Q7L2E3
NONHSAG001369	Q7L2E3
NONHSAG002205	Q7L2E3
NONHSAG002859	Q7L2E3
NONHSAG004027	Q7L2E3
NONHSAG005321	Q7L2E3
NONHSAG005614	Q7L2E3
NONHSAG007508	Q7L2E3
NONHSAG007695	Q7L2E3
NONHSAG008595	Q7L2E3
NONHSAG008728	Q7L2E3
NONHSAG008996	Q7L2E3
NONHSAG009030	Q7L2E3
NONHSAG010200	Q7L2E3
NONHSAG011071	Q7L2E3
NONHSAG011267	Q7L2E3
NONHSAG011351	Q7L2E3
NONHSAG015893	Q7L2E3
NONHSAG015904	Q7L2E3
NONHSAG015969	Q7L2E3
NONHSAG016601	Q7L2E3
NONHSAG017679	Q7L2E3
NONHSAG017683	Q7L2E3
NONHSAG018244	Q7L2E3
NONHSAG018257	Q7L2E3
NONHSAG018333	Q7L2E3
NONHSAG072221	Q7L2E3
NONHSAG021307	Q7L2E3
NONHSAG021309	Q7L2E3
NONHSAG021338	Q7L2E3
NONHSAG022078	Q7L2E3
NONHSAG022142	Q7L2E3
NONHSAG022634	Q7L2E3
NONHSAG022854	Q7L2E3
NONHSAG023109	Q7L2E3
NONHSAG023185	Q7L2E3
NONHSAG023238	Q7L2E3
NONHSAG075003	Q7L2E3
NONHSAG023418	Q7L2E3
NONHSAG024224	Q7L2E3
NONHSAG024778	Q7L2E3
NONHSAG024863	Q7L2E3
NONHSAG024923	Q7L2E3
NONHSAG024946	Q7L2E3
NONHSAG025051	Q7L2E3
NONHSAG025133	Q7L2E3
NONHSAG025137	Q7L2E3
NONHSAG076451	Q7L2E3
NONHSAG026053	Q7L2E3
NONHSAG026072	Q7L2E3
NONHSAG026230	Q7L2E3
NONHSAG026310	Q7L2E3
NONHSAG026381	Q7L2E3
NONHSAG027293	Q7L2E3
NONHSAG077527	Q7L2E3
NONHSAG029191	Q7L2E3
NONHSAG029628	Q7L2E3
NONHSAG029952	Q7L2E3
NONHSAG030876	Q7L2E3
NONHSAG032018	Q7L2E3
NONHSAG032157	Q7L2E3
NONHSAG032383	Q7L2E3
NONHSAG032461	Q7L2E3
NONHSAG032508	Q7L2E3
NONHSAG033080	Q7L2E3
NONHSAG033168	Q7L2E3
NONHSAG033183	Q7L2E3
NONHSAG084326	Q7L2E3
NONHSAG034213	Q7L2E3
NONHSAG034214	Q7L2E3
NONHSAG034215	Q7L2E3
NONHSAG034336	Q7L2E3
NONHSAG035023	Q7L2E3
NONHSAG035049	Q7L2E3
NONHSAG084937	Q7L2E3
NONHSAG036412	Q7L2E3
NONHSAG036783	Q7L2E3
NONHSAG037411	Q7L2E3
NONHSAG088954	Q7L2E3
NONHSAG039398	Q7L2E3
NONHSAG040021	Q7L2E3
NONHSAG090182	Q7L2E3
NONHSAG041057	Q7L2E3
NONHSAG090380	Q7L2E3
NONHSAG041670	Q7L2E3
NONHSAG042319	Q7L2E3
NONHSAG091452	Q7L2E3
NONHSAG044064	Q7L2E3
NONHSAG095917	Q7L2E3
NONHSAG047507	Q7L2E3
NONHSAG048505	Q7L2E3
NONHSAG050747	Q7L2E3
NONHSAG053014	Q7L2E3
NONHSAG053631	Q7L2E3
NONHSAG103285	Q7L2E3
NONHSAG054779	Q7L2E3
NONHSAG055124	Q7L2E3
NONHSAG000046	Q01844
NONHSAG000091	Q01844
NONHSAG000447	Q01844
NONHSAG000920	Q01844
NONHSAG000967	Q01844
NONHSAG001369	Q01844
NONHSAG001452	Q01844
NONHSAG001999	Q01844
NONHSAG002048	Q01844
NONHSAG002205	Q01844
NONHSAG002859	Q01844
NONHSAG002921	Q01844
NONHSAG003074	Q01844
NONHSAG003633	Q01844
NONHSAG004140	Q01844
NONHSAG004457	Q01844
NONHSAG004539	Q01844
NONHSAG004583	Q01844
NONHSAG005321	Q01844
NONHSAG005548	Q01844
NONHSAG005571	Q01844
NONHSAG005614	Q01844
NONHSAG006173	Q01844
NONHSAG006227	Q01844
NONHSAG007119	Q01844
NONHSAG007287	Q01844
NONHSAG007320	Q01844
NONHSAG007333	Q01844
NONHSAG007508	Q01844
NONHSAG007695	Q01844
NONHSAG008349	Q01844
NONHSAG008404	Q01844
NONHSAG008595	Q01844
NONHSAG008800	Q01844
NONHSAG008992	Q01844
NONHSAG009514	Q01844
NONHSAG010313	Q01844
NONHSAG010319	Q01844
NONHSAG010368	Q01844
NONHSAG010986	Q01844
NONHSAG011071	Q01844
NONHSAG011084	Q01844
NONHSAG011267	Q01844
NONHSAG011269	Q01844
NONHSAG011351	Q01844
NONHSAG011627	Q01844
NONHSAG012529	Q01844
NONHSAG012555	Q01844
NONHSAG012590	Q01844
NONHSAG015375	Q01844
NONHSAG015904	Q01844
NONHSAG015961	Q01844
NONHSAG015982	Q01844
NONHSAG016021	Q01844
NONHSAG016100	Q01844
NONHSAG016884	Q01844
NONHSAG017009	Q01844
NONHSAG017635	Q01844
NONHSAG017679	Q01844
NONHSAG017683	Q01844
NONHSAG018223	Q01844
NONHSAG018244	Q01844
NONHSAG018257	Q01844
NONHSAG018523	Q01844
NONHSAG018624	Q01844
NONHSAG018749	Q01844
NONHSAG018796	Q01844
NONHSAG018999	Q01844
NONHSAG072221	Q01844
NONHSAG073025	Q01844
NONHSAG021307	Q01844
NONHSAG021309	Q01844
NONHSAG021315	Q01844
NONHSAG021359	Q01844
NONHSAG021471	Q01844
NONHSAG021678	Q01844
NONHSAG022050	Q01844
NONHSAG022078	Q01844
NONHSAG022142	Q01844
NONHSAG022634	Q01844
NONHSAG022854	Q01844
NONHSAG022856	Q01844
NONHSAG022857	Q01844
NONHSAG023086	Q01844
NONHSAG023109	Q01844
NONHSAG023185	Q01844
NONHSAG024350	Q01844
NONHSAG024395	Q01844
NONHSAG024462	Q01844
NONHSAG024488	Q01844
NONHSAG024666	Q01844
NONHSAG024695	Q01844
NONHSAG024853	Q01844
NONHSAG024863	Q01844
NONHSAG024903	Q01844
NONHSAG024923	Q01844
NONHSAG024946	Q01844
NONHSAG024993	Q01844
NONHSAG025051	Q01844
NONHSAG025133	Q01844
NONHSAG025137	Q01844
NONHSAG025160	Q01844
NONHSAG076451	Q01844
NONHSAG026053	Q01844
NONHSAG026072	Q01844
NONHSAG026091	Q01844
NONHSAG026129	Q01844
NONHSAG026230	Q01844
NONHSAG026274	Q01844
NONHSAG026276	Q01844
NONHSAG026310	Q01844
NONHSAG026381	Q01844
NONHSAG027293	Q01844
NONHSAG028424	Q01844
NONHSAG077527	Q01844
NONHSAG029130	Q01844
NONHSAG029467	Q01844
NONHSAG029639	Q01844
NONHSAG029933	Q01844
NONHSAG078058	Q01844
NONHSAG030876	Q01844
NONHSAG030937	Q01844
NONHSAG031051	Q01844
NONHSAG031060	Q01844
NONHSAG031585	Q01844
NONHSAG031666	Q01844
NONHSAG031749	Q01844
NONHSAG031790	Q01844
NONHSAG081583	Q01844
NONHSAG032115	Q01844
NONHSAG032157	Q01844
NONHSAG032297	Q01844
NONHSAG032319	Q01844
NONHSAG032383	Q01844
NONHSAG032682	Q01844
NONHSAG033080	Q01844
NONHSAG033168	Q01844
NONHSAG033183	Q01844
NONHSAG033480	Q01844
NONHSAG034027	Q01844
NONHSAG083777	Q01844
NONHSAG084326	Q01844
NONHSAG034213	Q01844
NONHSAG034214	Q01844
NONHSAG034215	Q01844
NONHSAG034317	Q01844
NONHSAG034336	Q01844
NONHSAG034935	Q01844
NONHSAG035023	Q01844
NONHSAG084937	Q01844
NONHSAG036412	Q01844
NONHSAG036415	Q01844
NONHSAG037072	Q01844
NONHSAG037082	Q01844
NONHSAG037137	Q01844
NONHSAG037225	Q01844
NONHSAG037408	Q01844
NONHSAG037420	Q01844
NONHSAG088954	Q01844
NONHSAG037936	Q01844
NONHSAG039335	Q01844
NONHSAG040021	Q01844
NONHSAG090182	Q01844
NONHSAG040483	Q01844
NONHSAG040542	Q01844
NONHSAG090380	Q01844
NONHSAG041178	Q01844
NONHSAG041670	Q01844
NONHSAG041707	Q01844
NONHSAG091420	Q01844
NONHSAG042357	Q01844
NONHSAG042360	Q01844
NONHSAG091452	Q01844
NONHSAG004756	Q01844
NONHSAG044064	Q01844
NONHSAG093517	Q01844
NONHSAG095917	Q01844
NONHSAG096880	Q01844
NONHSAG047466	Q01844
NONHSAG047851	Q01844
NONHSAG048354	Q01844
NONHSAG050747	Q01844
NONHSAG101142	Q01844
NONHSAG053631	Q01844
NONHSAG053763	Q01844
NONHSAG053814	Q01844
NONHSAG103285	Q01844
NONHSAG054432	Q01844
NONHSAG054779	Q01844
NONHSAG000046	Q9NQT4
NONHSAG000091	Q9NQT4
NONHSAG000447	Q9NQT4
NONHSAG000536	Q9NQT4
NONHSAG000742	Q9NQT4
NONHSAG000835	Q9NQT4
NONHSAG000920	Q9NQT4
NONHSAG000967	Q9NQT4
NONHSAG001017	Q9NQT4
NONHSAG001369	Q9NQT4
NONHSAG002096	Q9NQT4
NONHSAG002576	Q9NQT4
NONHSAG002827	Q9NQT4
NONHSAG002859	Q9NQT4
NONHSAG002985	Q9NQT4
NONHSAG003074	Q9NQT4
NONHSAG003347	Q9NQT4
NONHSAG003486	Q9NQT4
NONHSAG003658	Q9NQT4
NONHSAG003938	Q9NQT4
NONHSAG004140	Q9NQT4
NONHSAG004226	Q9NQT4
NONHSAG004855	Q9NQT4
NONHSAG005321	Q9NQT4
NONHSAG005455	Q9NQT4
NONHSAG005499	Q9NQT4
NONHSAG005614	Q9NQT4
NONHSAG006173	Q9NQT4
NONHSAG006198	Q9NQT4
NONHSAG007119	Q9NQT4
NONHSAG007287	Q9NQT4
NONHSAG007333	Q9NQT4
NONHSAG007444	Q9NQT4
NONHSAG007508	Q9NQT4
NONHSAG007695	Q9NQT4
NONHSAG008404	Q9NQT4
NONHSAG008507	Q9NQT4
NONHSAG008552	Q9NQT4
NONHSAG008670	Q9NQT4
NONHSAG008728	Q9NQT4
NONHSAG008996	Q9NQT4
NONHSAG009182	Q9NQT4
NONHSAG009372	Q9NQT4
NONHSAG009514	Q9NQT4
NONHSAG010200	Q9NQT4
NONHSAG010307	Q9NQT4
NONHSAG010313	Q9NQT4
NONHSAG010319	Q9NQT4
NONHSAG010735	Q9NQT4
NONHSAG010986	Q9NQT4
NONHSAG011084	Q9NQT4
NONHSAG011351	Q9NQT4
NONHSAG011627	Q9NQT4
NONHSAG011705	Q9NQT4
NONHSAG012529	Q9NQT4
NONHSAG012555	Q9NQT4
NONHSAG013569	Q9NQT4
NONHSAG068776	Q9NQT4
NONHSAG015097	Q9NQT4
NONHSAG015106	Q9NQT4
NONHSAG015961	Q9NQT4
NONHSAG015969	Q9NQT4
NONHSAG016021	Q9NQT4
NONHSAG016100	Q9NQT4
NONHSAG016307	Q9NQT4
NONHSAG016770	Q9NQT4
NONHSAG016884	Q9NQT4
NONHSAG016894	Q9NQT4
NONHSAG017631	Q9NQT4
NONHSAG017635	Q9NQT4
NONHSAG017679	Q9NQT4
NONHSAG017683	Q9NQT4
NONHSAG018257	Q9NQT4
NONHSAG018293	Q9NQT4
NONHSAG018395	Q9NQT4
NONHSAG018397	Q9NQT4
NONHSAG018523	Q9NQT4
NONHSAG018624	Q9NQT4
NONHSAG018749	Q9NQT4
NONHSAG018796	Q9NQT4
NONHSAG018999	Q9NQT4
NONHSAG073025	Q9NQT4
NONHSAG021307	Q9NQT4
NONHSAG021329	Q9NQT4
NONHSAG021338	Q9NQT4
NONHSAG021347	Q9NQT4
NONHSAG021348	Q9NQT4
NONHSAG021359	Q9NQT4
NONHSAG021390	Q9NQT4
NONHSAG021471	Q9NQT4
NONHSAG021678	Q9NQT4
NONHSAG021818	Q9NQT4
NONHSAG022078	Q9NQT4
NONHSAG022142	Q9NQT4
NONHSAG022220	Q9NQT4
NONHSAG022600	Q9NQT4
NONHSAG022634	Q9NQT4
NONHSAG022655	Q9NQT4
NONHSAG023185	Q9NQT4
NONHSAG023321	Q9NQT4
NONHSAG075003	Q9NQT4
NONHSAG023376	Q9NQT4
NONHSAG023418	Q9NQT4
NONHSAG024224	Q9NQT4
NONHSAG024350	Q9NQT4
NONHSAG024462	Q9NQT4
NONHSAG024778	Q9NQT4
NONHSAG024779	Q9NQT4
NONHSAG024783	Q9NQT4
NONHSAG024863	Q9NQT4
NONHSAG024903	Q9NQT4
NONHSAG024993	Q9NQT4
NONHSAG025051	Q9NQT4
NONHSAG025052	Q9NQT4
NONHSAG025133	Q9NQT4
NONHSAG025137	Q9NQT4
NONHSAG025160	Q9NQT4
NONHSAG025379	Q9NQT4
NONHSAG076451	Q9NQT4
NONHSAG026068	Q9NQT4
NONHSAG026072	Q9NQT4
NONHSAG026091	Q9NQT4
NONHSAG026129	Q9NQT4
NONHSAG026230	Q9NQT4
NONHSAG026404	Q9NQT4
NONHSAG026964	Q9NQT4
NONHSAG027894	Q9NQT4
NONHSAG028093	Q9NQT4
NONHSAG077527	Q9NQT4
NONHSAG029130	Q9NQT4
NONHSAG029191	Q9NQT4
NONHSAG029628	Q9NQT4
NONHSAG029723	Q9NQT4
NONHSAG029933	Q9NQT4
NONHSAG079272	Q9NQT4
NONHSAG029956	Q9NQT4
NONHSAG030059	Q9NQT4
NONHSAG030522	Q9NQT4
NONHSAG030876	Q9NQT4
NONHSAG031060	Q9NQT4
NONHSAG031415	Q9NQT4
NONHSAG081451	Q9NQT4
NONHSAG031645	Q9NQT4
NONHSAG031749	Q9NQT4
NONHSAG081583	Q9NQT4
NONHSAG032018	Q9NQT4
NONHSAG032157	Q9NQT4
NONHSAG032406	Q9NQT4
NONHSAG032461	Q9NQT4
NONHSAG032508	Q9NQT4
NONHSAG032604	Q9NQT4
NONHSAG033168	Q9NQT4
NONHSAG033480	Q9NQT4
NONHSAG033691	Q9NQT4
NONHSAG034027	Q9NQT4
NONHSAG034063	Q9NQT4
NONHSAG084326	Q9NQT4
NONHSAG034213	Q9NQT4
NONHSAG034215	Q9NQT4
NONHSAG034336	Q9NQT4
NONHSAG034341	Q9NQT4
NONHSAG034592	Q9NQT4
NONHSAG034935	Q9NQT4
NONHSAG035049	Q9NQT4
NONHSAG084937	Q9NQT4
NONHSAG036412	Q9NQT4
NONHSAG036415	Q9NQT4
NONHSAG036615	Q9NQT4
NONHSAG037072	Q9NQT4
NONHSAG037195	Q9NQT4
NONHSAG037225	Q9NQT4
NONHSAG037408	Q9NQT4
NONHSAG037616	Q9NQT4
NONHSAG088954	Q9NQT4
NONHSAG037936	Q9NQT4
NONHSAG038091	Q9NQT4
NONHSAG087670	Q9NQT4
NONHSAG039398	Q9NQT4
NONHSAG040021	Q9NQT4
NONHSAG040143	Q9NQT4
NONHSAG040333	Q9NQT4
NONHSAG090182	Q9NQT4
NONHSAG040870	Q9NQT4
NONHSAG041096	Q9NQT4
NONHSAG041178	Q9NQT4
NONHSAG041670	Q9NQT4
NONHSAG041695	Q9NQT4
NONHSAG091420	Q9NQT4
NONHSAG042319	Q9NQT4
NONHSAG091452	Q9NQT4
NONHSAG094075	Q9NQT4
NONHSAG004756	Q9NQT4
NONHSAG044006	Q9NQT4
NONHSAG044064	Q9NQT4
NONHSAG096880	Q9NQT4
NONHSAG047002	Q9NQT4
NONHSAG047097	Q9NQT4
NONHSAG047260	Q9NQT4
NONHSAG047507	Q9NQT4
NONHSAG047966	Q9NQT4
NONHSAG048039	Q9NQT4
NONHSAG048354	Q9NQT4
NONHSAG048464	Q9NQT4
NONHSAG048505	Q9NQT4
NONHSAG114040	Q9NQT4
NONHSAG099599	Q9NQT4
NONHSAG050747	Q9NQT4
NONHSAG050762	Q9NQT4
NONHSAG051091	Q9NQT4
NONHSAG099126	Q9NQT4
NONHSAG101142	Q9NQT4
NONHSAG053014	Q9NQT4
NONHSAG053631	Q9NQT4
NONHSAG103285	Q9NQT4
NONHSAG054432	Q9NQT4
NONHSAG055124	Q9NQT4
NONHSAG055628	Q9NQT4
NONHSAG000357	Q9NZB2
NONHSAG001219	Q9NZB2
NONHSAG001351	Q9NZB2
NONHSAG001369	Q9NZB2
NONHSAG001459	Q9NZB2
NONHSAG002393	Q9NZB2
NONHSAG003938	Q9NZB2
NONHSAG003943	Q9NZB2
NONHSAG004564	Q9NZB2
NONHSAG004831	Q9NZB2
NONHSAG004975	Q9NZB2
NONHSAG005321	Q9NZB2
NONHSAG005455	Q9NZB2
NONHSAG005891	Q9NZB2
NONHSAG007508	Q9NZB2
NONHSAG007695	Q9NZB2
NONHSAG009403	Q9NZB2
NONHSAG010313	Q9NZB2
NONHSAG011267	Q9NZB2
NONHSAG011269	Q9NZB2
NONHSAG011439	Q9NZB2
NONHSAG012566	Q9NZB2
NONHSAG015220	Q9NZB2
NONHSAG016770	Q9NZB2
NONHSAG016771	Q9NZB2
NONHSAG016894	Q9NZB2
NONHSAG017222	Q9NZB2
NONHSAG017679	Q9NZB2
NONHSAG017683	Q9NZB2
NONHSAG018333	Q9NZB2
NONHSAG018397	Q9NZB2
NONHSAG021307	Q9NZB2
NONHSAG021347	Q9NZB2
NONHSAG021348	Q9NZB2
NONHSAG022050	Q9NZB2
NONHSAG022078	Q9NZB2
NONHSAG022634	Q9NZB2
NONHSAG022872	Q9NZB2
NONHSAG023185	Q9NZB2
NONHSAG075003	Q9NZB2
NONHSAG023376	Q9NZB2
NONHSAG024224	Q9NZB2
NONHSAG024282	Q9NZB2
NONHSAG076451	Q9NZB2
NONHSAG026072	Q9NZB2
NONHSAG026310	Q9NZB2
NONHSAG079237	Q9NZB2
NONHSAG029952	Q9NZB2
NONHSAG030103	Q9NZB2
NONHSAG081395	Q9NZB2
NONHSAG032157	Q9NZB2
NONHSAG032682	Q9NZB2
NONHSAG033168	Q9NZB2
NONHSAG083577	Q9NZB2
NONHSAG084326	Q9NZB2
NONHSAG034213	Q9NZB2
NONHSAG034214	Q9NZB2
NONHSAG034215	Q9NZB2
NONHSAG034317	Q9NZB2
NONHSAG034336	Q9NZB2
NONHSAG034492	Q9NZB2
NONHSAG034935	Q9NZB2
NONHSAG037420	Q9NZB2
NONHSAG037774	Q9NZB2
NONHSAG037900	Q9NZB2
NONHSAG039335	Q9NZB2
NONHSAG090182	Q9NZB2
NONHSAG041529	Q9NZB2
NONHSAG041844	Q9NZB2
NONHSAG091452	Q9NZB2
NONHSAG044064	Q9NZB2
NONHSAG047002	Q9NZB2
NONHSAG047050	Q9NZB2
NONHSAG047097	Q9NZB2
NONHSAG047260	Q9NZB2
NONHSAG047507	Q9NZB2
NONHSAG047966	Q9NZB2
NONHSAG048224	Q9NZB2
NONHSAG048505	Q9NZB2
NONHSAG048506	Q9NZB2
NONHSAG114040	Q9NZB2
NONHSAG052055	Q9NZB2
NONHSAG053014	Q9NZB2
NONHSAG053631	Q9NZB2
NONHSAG103285	Q9NZB2
