ncID	tarID
NONHSAG015893	Q9NZB2
NONHSAG015897	Q9NZB2
NONHSAG015904	Q9NZB2
NONHSAG015969	Q9NZB2
NONHSAG015982	Q9NZB2
NONHSAG016018	Q9NZB2
NONHSAG016021	Q9NZB2
NONHSAG016037	Q9NZB2
NONHSAG016100	Q9NZB2
NONHSAG016307	Q9NZB2
NONHSAG016601	Q9NZB2
NONHSAG016674	Q9NZB2
NONHSAG016733	Q9NZB2
NONHSAG016768	Q9NZB2
NONHSAG016884	Q9NZB2
NONHSAG016906	Q9NZB2
NONHSAG017233	Q9NZB2
NONHSAG018117	Q9NZB2
NONHSAG018223	Q9NZB2
NONHSAG018244	Q9NZB2
NONHSAG018256	Q9NZB2
NONHSAG018257	Q9NZB2
NONHSAG018266	Q9NZB2
NONHSAG018293	Q9NZB2
NONHSAG018294	Q9NZB2
NONHSAG018309	Q9NZB2
NONHSAG018392	Q9NZB2
NONHSAG018523	Q9NZB2
NONHSAG018530	Q9NZB2
NONHSAG018537	Q9NZB2
NONHSAG018594	Q9NZB2
NONHSAG018624	Q9NZB2
NONHSAG018643	Q9NZB2
NONHSAG018669	Q9NZB2
NONHSAG018696	Q9NZB2
NONHSAG018796	Q9NZB2
NONHSAG018999	Q9NZB2
NONHSAG019011	Q9NZB2
NONHSAG019015	Q9NZB2
NONHSAG072221	Q9NZB2
NONHSAG073574	Q9NZB2
NONHSAG073025	Q9NZB2
NONHSAG021309	Q9NZB2
NONHSAG021315	Q9NZB2
NONHSAG021329	Q9NZB2
NONHSAG021332	Q9NZB2
NONHSAG021359	Q9NZB2
NONHSAG021390	Q9NZB2
NONHSAG021471	Q9NZB2
NONHSAG021678	Q9NZB2
NONHSAG021846	Q9NZB2
NONHSAG021878	Q9NZB2
NONHSAG022123	Q9NZB2
NONHSAG022142	Q9NZB2
NONHSAG022347	Q9NZB2
NONHSAG073786	Q9NZB2
NONHSAG022559	Q9NZB2
NONHSAG022595	Q9NZB2
NONHSAG022600	Q9NZB2
NONHSAG022655	Q9NZB2
NONHSAG022854	Q9NZB2
NONHSAG022857	Q9NZB2
NONHSAG022856	Q9NZB2
NONHSAG023086	Q9NZB2
NONHSAG023109	Q9NZB2
NONHSAG023237	Q9NZB2
NONHSAG023418	Q9NZB2
NONHSAG023630	Q9NZB2
NONHSAG024200	Q9NZB2
NONHSAG024350	Q9NZB2
NONHSAG024395	Q9NZB2
NONHSAG024462	Q9NZB2
NONHSAG024465	Q9NZB2
NONHSAG024543	Q9NZB2
NONHSAG024666	Q9NZB2
NONHSAG076362	Q9NZB2
NONHSAG024695	Q9NZB2
NONHSAG024778	Q9NZB2
NONHSAG024779	Q9NZB2
NONHSAG024783	Q9NZB2
NONHSAG024863	Q9NZB2
NONHSAG024903	Q9NZB2
NONHSAG024923	Q9NZB2
NONHSAG024946	Q9NZB2
NONHSAG024993	Q9NZB2
NONHSAG025051	Q9NZB2
NONHSAG025052	Q9NZB2
NONHSAG025089	Q9NZB2
NONHSAG025094	Q9NZB2
NONHSAG025133	Q9NZB2
NONHSAG025137	Q9NZB2
NONHSAG025160	Q9NZB2
NONHSAG025378	Q9NZB2
NONHSAG076117	Q9NZB2
NONHSAG025992	Q9NZB2
NONHSAG026053	Q9NZB2
NONHSAG026091	Q9NZB2
NONHSAG026129	Q9NZB2
NONHSAG026230	Q9NZB2
NONHSAG026274	Q9NZB2
NONHSAG026276	Q9NZB2
NONHSAG026359	Q9NZB2
NONHSAG026381	Q9NZB2
NONHSAG026404	Q9NZB2
NONHSAG027144	Q9NZB2
NONHSAG027167	Q9NZB2
NONHSAG027321	Q9NZB2
NONHSAG027351	Q9NZB2
NONHSAG027686	Q9NZB2
NONHSAG027799	Q9NZB2
NONHSAG027882	Q9NZB2
NONHSAG027894	Q9NZB2
NONHSAG027920	Q9NZB2
NONHSAG027924	Q9NZB2
NONHSAG028093	Q9NZB2
NONHSAG028195	Q9NZB2
NONHSAG077527	Q9NZB2
NONHSAG028460	Q9NZB2
NONHSAG077551	Q9NZB2
NONHSAG028748	Q9NZB2
NONHSAG029066	Q9NZB2
NONHSAG029130	Q9NZB2
NONHSAG029191	Q9NZB2
NONHSAG029518	Q9NZB2
NONHSAG029628	Q9NZB2
NONHSAG029639	Q9NZB2
NONHSAG029711	Q9NZB2
NONHSAG029723	Q9NZB2
NONHSAG079231	Q9NZB2
NONHSAG029906	Q9NZB2
NONHSAG029933	Q9NZB2
NONHSAG079272	Q9NZB2
NONHSAG030057	Q9NZB2
NONHSAG030059	Q9NZB2
NONHSAG030333	Q9NZB2
NONHSAG030522	Q9NZB2
NONHSAG030802	Q9NZB2
NONHSAG030876	Q9NZB2
NONHSAG030937	Q9NZB2
NONHSAG031045	Q9NZB2
NONHSAG031051	Q9NZB2
NONHSAG031060	Q9NZB2
NONHSAG081356	Q9NZB2
NONHSAG031415	Q9NZB2
NONHSAG031452	Q9NZB2
NONHSAG081451	Q9NZB2
NONHSAG031585	Q9NZB2
NONHSAG031645	Q9NZB2
NONHSAG031666	Q9NZB2
NONHSAG031674	Q9NZB2
NONHSAG031749	Q9NZB2
NONHSAG031750	Q9NZB2
NONHSAG031790	Q9NZB2
NONHSAG031833	Q9NZB2
NONHSAG081583	Q9NZB2
NONHSAG032018	Q9NZB2
NONHSAG032247	Q9NZB2
NONHSAG032297	Q9NZB2
NONHSAG032319	Q9NZB2
NONHSAG032383	Q9NZB2
NONHSAG032406	Q9NZB2
NONHSAG032803	Q9NZB2
NONHSAG033080	Q9NZB2
NONHSAG033301	Q9NZB2
NONHSAG033348	Q9NZB2
NONHSAG033480	Q9NZB2
NONHSAG033611	Q9NZB2
NONHSAG033624	Q9NZB2
NONHSAG033690	Q9NZB2
NONHSAG033691	Q9NZB2
NONHSAG033692	Q9NZB2
NONHSAG033899	Q9NZB2
NONHSAG033940	Q9NZB2
NONHSAG034006	Q9NZB2
NONHSAG034027	Q9NZB2
NONHSAG083777	Q9NZB2
NONHSAG034057	Q9NZB2
NONHSAG034063	Q9NZB2
NONHSAG034128	Q9NZB2
NONHSAG034421	Q9NZB2
NONHSAG035023	Q9NZB2
NONHSAG035049	Q9NZB2
NONHSAG035106	Q9NZB2
NONHSAG035111	Q9NZB2
NONHSAG035118	Q9NZB2
NONHSAG035271	Q9NZB2
NONHSAG035305	Q9NZB2
NONHSAG035397	Q9NZB2
NONHSAG035489	Q9NZB2
NONHSAG035838	Q9NZB2
NONHSAG035896	Q9NZB2
NONHSAG084937	Q9NZB2
NONHSAG036415	Q9NZB2
NONHSAG036615	Q9NZB2
NONHSAG036783	Q9NZB2
NONHSAG037036	Q9NZB2
NONHSAG037072	Q9NZB2
NONHSAG037082	Q9NZB2
NONHSAG037131	Q9NZB2
NONHSAG037137	Q9NZB2
NONHSAG037225	Q9NZB2
NONHSAG037257	Q9NZB2
NONHSAG037408	Q9NZB2
NONHSAG037411	Q9NZB2
NONHSAG087418	Q9NZB2
NONHSAG037936	Q9NZB2
NONHSAG038091	Q9NZB2
NONHSAG087670	Q9NZB2
NONHSAG040320	Q9NZB2
NONHSAG040333	Q9NZB2
NONHSAG040368	Q9NZB2
NONHSAG040408	Q9NZB2
NONHSAG040483	Q9NZB2
NONHSAG040542	Q9NZB2
NONHSAG090262	Q9NZB2
NONHSAG040784	Q9NZB2
NONHSAG040870	Q9NZB2
NONHSAG041023	Q9NZB2
NONHSAG090380	Q9NZB2
NONHSAG041236	Q9NZB2
NONHSAG041670	Q9NZB2
NONHSAG041695	Q9NZB2
NONHSAG041707	Q9NZB2
NONHSAG090577	Q9NZB2
NONHSAG042103	Q9NZB2
NONHSAG042306	Q9NZB2
NONHSAG091420	Q9NZB2
NONHSAG042357	Q9NZB2
NONHSAG004756	Q9NZB2
NONHSAG044006	Q9NZB2
NONHSAG093517	Q9NZB2
NONHSAG095917	Q9NZB2
NONHSAG096880	Q9NZB2
NONHSAG047182	Q9NZB2
NONHSAG047234	Q9NZB2
NONHSAG047244	Q9NZB2
NONHSAG047466	Q9NZB2
NONHSAG047851	Q9NZB2
NONHSAG048073	Q9NZB2
NONHSAG048302	Q9NZB2
NONHSAG048354	Q9NZB2
NONHSAG048464	Q9NZB2
NONHSAG049647	Q9NZB2
NONHSAG099599	Q9NZB2
NONHSAG051118	Q9NZB2
NONHSAG051137	Q9NZB2
NONHSAG099742	Q9NZB2
NONHSAG099126	Q9NZB2
NONHSAG051755	Q9NZB2
NONHSAG052202	Q9NZB2
NONHSAG053417	Q9NZB2
NONHSAG053716	Q9NZB2
NONHSAG053763	Q9NZB2
NONHSAG053814	Q9NZB2
NONHSAG053842	Q9NZB2
NONHSAG054208	Q9NZB2
NONHSAG055315	Q9NZB2
NONHSAG055329	Q9NZB2
NONHSAG000046	Q9NYY8
NONHSAG000091	Q9NYY8
NONHSAG000386	Q9NYY8
NONHSAG000447	Q9NYY8
NONHSAG000536	Q9NYY8
NONHSAG000579	Q9NYY8
NONHSAG000742	Q9NYY8
NONHSAG000835	Q9NYY8
NONHSAG000920	Q9NYY8
NONHSAG000967	Q9NYY8
NONHSAG000981	Q9NYY8
NONHSAG001017	Q9NYY8
NONHSAG001459	Q9NYY8
NONHSAG001683	Q9NYY8
NONHSAG001999	Q9NYY8
NONHSAG002048	Q9NYY8
NONHSAG002096	Q9NYY8
NONHSAG002576	Q9NYY8
NONHSAG002728	Q9NYY8
NONHSAG002921	Q9NYY8
NONHSAG002985	Q9NYY8
NONHSAG003074	Q9NYY8
NONHSAG003132	Q9NYY8
NONHSAG003347	Q9NYY8
NONHSAG003943	Q9NYY8
NONHSAG004027	Q9NYY8
NONHSAG004140	Q9NYY8
NONHSAG004457	Q9NYY8
NONHSAG004581	Q9NYY8
NONHSAG004583	Q9NYY8
NONHSAG004598	Q9NYY8
NONHSAG004975	Q9NYY8
NONHSAG005114	Q9NYY8
NONHSAG005499	Q9NYY8
NONHSAG005548	Q9NYY8
NONHSAG005571	Q9NYY8
NONHSAG005891	Q9NYY8
NONHSAG006173	Q9NYY8
NONHSAG006198	Q9NYY8
NONHSAG006227	Q9NYY8
NONHSAG006265	Q9NYY8
NONHSAG007287	Q9NYY8
NONHSAG007333	Q9NYY8
NONHSAG007410	Q9NYY8
NONHSAG007444	Q9NYY8
NONHSAG007631	Q9NYY8
NONHSAG008349	Q9NYY8
NONHSAG008358	Q9NYY8
NONHSAG008444	Q9NYY8
NONHSAG008552	Q9NYY8
NONHSAG008572	Q9NYY8
NONHSAG008595	Q9NYY8
NONHSAG008670	Q9NYY8
NONHSAG008966	Q9NYY8
NONHSAG008992	Q9NYY8
NONHSAG009030	Q9NYY8
NONHSAG009182	Q9NYY8
NONHSAG009225	Q9NYY8
NONHSAG009372	Q9NYY8
NONHSAG009706	Q9NYY8
NONHSAG009737	Q9NYY8
NONHSAG009768	Q9NYY8
NONHSAG010100	Q9NYY8
NONHSAG010200	Q9NYY8
NONHSAG010307	Q9NYY8
NONHSAG010313	Q9NYY8
NONHSAG010319	Q9NYY8
NONHSAG010366	Q9NYY8
NONHSAG010368	Q9NYY8
NONHSAG010501	Q9NYY8
NONHSAG010726	Q9NYY8
NONHSAG010728	Q9NYY8
NONHSAG010820	Q9NYY8
NONHSAG010986	Q9NYY8
NONHSAG011084	Q9NYY8
NONHSAG011351	Q9NYY8
NONHSAG011364	Q9NYY8
NONHSAG011627	Q9NYY8
NONHSAG011870	Q9NYY8
NONHSAG012529	Q9NYY8
NONHSAG012534	Q9NYY8
NONHSAG012555	Q9NYY8
NONHSAG012590	Q9NYY8
NONHSAG012604	Q9NYY8
NONHSAG012608	Q9NYY8
NONHSAG012614	Q9NYY8
NONHSAG013183	Q9NYY8
NONHSAG013199	Q9NYY8
NONHSAG013401	Q9NYY8
NONHSAG013786	Q9NYY8
NONHSAG069147	Q9NYY8
NONHSAG068776	Q9NYY8
NONHSAG015097	Q9NYY8
NONHSAG015106	Q9NYY8
NONHSAG015179	Q9NYY8
NONHSAG015215	Q9NYY8
NONHSAG015375	Q9NYY8
NONHSAG015454	Q9NYY8
NONHSAG015489	Q9NYY8
NONHSAG015671	Q9NYY8
NONHSAG015893	Q9NYY8
NONHSAG015961	Q9NYY8
NONHSAG015969	Q9NYY8
NONHSAG015982	Q9NYY8
NONHSAG016021	Q9NYY8
NONHSAG016100	Q9NYY8
NONHSAG016307	Q9NYY8
NONHSAG016610	Q9NYY8
NONHSAG016733	Q9NYY8
NONHSAG016768	Q9NYY8
NONHSAG016884	Q9NYY8
NONHSAG016894	Q9NYY8
NONHSAG016904	Q9NYY8
NONHSAG017218	Q9NYY8
NONHSAG017222	Q9NYY8
NONHSAG017233	Q9NYY8
NONHSAG017679	Q9NYY8
NONHSAG017759	Q9NYY8
NONHSAG018117	Q9NYY8
NONHSAG018223	Q9NYY8
NONHSAG018244	Q9NYY8
NONHSAG018256	Q9NYY8
NONHSAG018257	Q9NYY8
NONHSAG018266	Q9NYY8
NONHSAG018293	Q9NYY8
NONHSAG018309	Q9NYY8
NONHSAG018392	Q9NYY8
NONHSAG018523	Q9NYY8
NONHSAG018530	Q9NYY8
NONHSAG018594	Q9NYY8
NONHSAG018624	Q9NYY8
NONHSAG018643	Q9NYY8
NONHSAG018669	Q9NYY8
NONHSAG018696	Q9NYY8
NONHSAG018796	Q9NYY8
NONHSAG018999	Q9NYY8
NONHSAG019011	Q9NYY8
NONHSAG019015	Q9NYY8
NONHSAG072221	Q9NYY8
NONHSAG073574	Q9NYY8
NONHSAG073025	Q9NYY8
NONHSAG021307	Q9NYY8
NONHSAG021309	Q9NYY8
NONHSAG021315	Q9NYY8
NONHSAG021329	Q9NYY8
NONHSAG021332	Q9NYY8
NONHSAG021359	Q9NYY8
NONHSAG021384	Q9NYY8
NONHSAG021471	Q9NYY8
NONHSAG021678	Q9NYY8
NONHSAG021818	Q9NYY8
NONHSAG021846	Q9NYY8
NONHSAG021878	Q9NYY8
NONHSAG022050	Q9NYY8
NONHSAG022106	Q9NYY8
NONHSAG022123	Q9NYY8
NONHSAG022220	Q9NYY8
NONHSAG022347	Q9NYY8
NONHSAG073786	Q9NYY8
NONHSAG022559	Q9NYY8
NONHSAG022595	Q9NYY8
NONHSAG022655	Q9NYY8
NONHSAG022854	Q9NYY8
NONHSAG022857	Q9NYY8
NONHSAG022856	Q9NYY8
NONHSAG022872	Q9NYY8
NONHSAG023086	Q9NYY8
NONHSAG023109	Q9NYY8
NONHSAG023111	Q9NYY8
NONHSAG023216	Q9NYY8
NONHSAG023237	Q9NYY8
NONHSAG023258	Q9NYY8
NONHSAG075003	Q9NYY8
NONHSAG023418	Q9NYY8
NONHSAG023630	Q9NYY8
NONHSAG024200	Q9NYY8
NONHSAG024282	Q9NYY8
NONHSAG024350	Q9NYY8
NONHSAG024462	Q9NYY8
NONHSAG024465	Q9NYY8
NONHSAG024543	Q9NYY8
NONHSAG024666	Q9NYY8
NONHSAG076362	Q9NYY8
NONHSAG024778	Q9NYY8
NONHSAG024783	Q9NYY8
NONHSAG024799	Q9NYY8
NONHSAG024863	Q9NYY8
NONHSAG024903	Q9NYY8
NONHSAG024946	Q9NYY8
NONHSAG024993	Q9NYY8
NONHSAG025069	Q9NYY8
NONHSAG025094	Q9NYY8
NONHSAG025133	Q9NYY8
NONHSAG025137	Q9NYY8
NONHSAG025160	Q9NYY8
NONHSAG076117	Q9NYY8
NONHSAG025992	Q9NYY8
NONHSAG026053	Q9NYY8
NONHSAG026091	Q9NYY8
NONHSAG026129	Q9NYY8
NONHSAG026230	Q9NYY8
NONHSAG026274	Q9NYY8
NONHSAG026276	Q9NYY8
NONHSAG026359	Q9NYY8
NONHSAG026404	Q9NYY8
NONHSAG027144	Q9NYY8
NONHSAG027321	Q9NYY8
NONHSAG027351	Q9NYY8
NONHSAG027686	Q9NYY8
NONHSAG027799	Q9NYY8
NONHSAG027882	Q9NYY8
NONHSAG027894	Q9NYY8
NONHSAG027920	Q9NYY8
NONHSAG028093	Q9NYY8
NONHSAG028195	Q9NYY8
NONHSAG028424	Q9NYY8
NONHSAG077551	Q9NYY8
NONHSAG028748	Q9NYY8
NONHSAG029130	Q9NYY8
NONHSAG029191	Q9NYY8
NONHSAG029518	Q9NYY8
NONHSAG029628	Q9NYY8
NONHSAG029639	Q9NYY8
NONHSAG029711	Q9NYY8
NONHSAG029723	Q9NYY8
NONHSAG079231	Q9NYY8
NONHSAG029906	Q9NYY8
NONHSAG029933	Q9NYY8
NONHSAG029956	Q9NYY8
NONHSAG030057	Q9NYY8
NONHSAG030059	Q9NYY8
NONHSAG030333	Q9NYY8
NONHSAG030522	Q9NYY8
NONHSAG030802	Q9NYY8
NONHSAG030876	Q9NYY8
NONHSAG030937	Q9NYY8
NONHSAG081356	Q9NYY8
NONHSAG081395	Q9NYY8
NONHSAG031415	Q9NYY8
NONHSAG031452	Q9NYY8
NONHSAG081451	Q9NYY8
NONHSAG031585	Q9NYY8
NONHSAG031645	Q9NYY8
NONHSAG031666	Q9NYY8
NONHSAG031674	Q9NYY8
NONHSAG031749	Q9NYY8
NONHSAG031750	Q9NYY8
NONHSAG031790	Q9NYY8
NONHSAG031833	Q9NYY8
NONHSAG081583	Q9NYY8
NONHSAG032115	Q9NYY8
NONHSAG032247	Q9NYY8
NONHSAG032297	Q9NYY8
NONHSAG032319	Q9NYY8
NONHSAG032383	Q9NYY8
NONHSAG032406	Q9NYY8
NONHSAG032780	Q9NYY8
NONHSAG033080	Q9NYY8
NONHSAG033480	Q9NYY8
NONHSAG033611	Q9NYY8
NONHSAG033624	Q9NYY8
NONHSAG033657	Q9NYY8
NONHSAG033691	Q9NYY8
NONHSAG033692	Q9NYY8
NONHSAG033940	Q9NYY8
NONHSAG034006	Q9NYY8
NONHSAG034027	Q9NYY8
NONHSAG083777	Q9NYY8
NONHSAG034063	Q9NYY8
NONHSAG034128	Q9NYY8
NONHSAG034421	Q9NYY8
NONHSAG034935	Q9NYY8
NONHSAG035023	Q9NYY8
NONHSAG035106	Q9NYY8
NONHSAG035111	Q9NYY8
NONHSAG035118	Q9NYY8
NONHSAG035271	Q9NYY8
NONHSAG035305	Q9NYY8
NONHSAG035397	Q9NYY8
NONHSAG084937	Q9NYY8
NONHSAG036415	Q9NYY8
NONHSAG036615	Q9NYY8
NONHSAG036783	Q9NYY8
NONHSAG037072	Q9NYY8
NONHSAG037082	Q9NYY8
NONHSAG037131	Q9NYY8
NONHSAG037137	Q9NYY8
NONHSAG037225	Q9NYY8
NONHSAG037257	Q9NYY8
NONHSAG037408	Q9NYY8
NONHSAG037411	Q9NYY8
NONHSAG037900	Q9NYY8
NONHSAG037936	Q9NYY8
NONHSAG038091	Q9NYY8
NONHSAG087670	Q9NYY8
NONHSAG039398	Q9NYY8
NONHSAG040368	Q9NYY8
NONHSAG040542	Q9NYY8
NONHSAG090262	Q9NYY8
NONHSAG041023	Q9NYY8
NONHSAG041085	Q9NYY8
NONHSAG090380	Q9NYY8
NONHSAG041236	Q9NYY8
NONHSAG041670	Q9NYY8
NONHSAG041695	Q9NYY8
NONHSAG090577	Q9NYY8
NONHSAG042103	Q9NYY8
NONHSAG042357	Q9NYY8
NONHSAG094075	Q9NYY8
NONHSAG044006	Q9NYY8
NONHSAG093517	Q9NYY8
NONHSAG096880	Q9NYY8
NONHSAG046884	Q9NYY8
NONHSAG047002	Q9NYY8
NONHSAG047097	Q9NYY8
NONHSAG047182	Q9NYY8
NONHSAG047244	Q9NYY8
NONHSAG047260	Q9NYY8
NONHSAG047466	Q9NYY8
NONHSAG047851	Q9NYY8
NONHSAG047966	Q9NYY8
NONHSAG048073	Q9NYY8
NONHSAG048354	Q9NYY8
NONHSAG048464	Q9NYY8
NONHSAG049647	Q9NYY8
NONHSAG114040	Q9NYY8
NONHSAG050750	Q9NYY8
NONHSAG050762	Q9NYY8
NONHSAG051091	Q9NYY8
NONHSAG051137	Q9NYY8
NONHSAG099742	Q9NYY8
NONHSAG099126	Q9NYY8
NONHSAG051736	Q9NYY8
NONHSAG052202	Q9NYY8
NONHSAG053417	Q9NYY8
NONHSAG053631	Q9NYY8
NONHSAG053716	Q9NYY8
NONHSAG053814	Q9NYY8
NONHSAG054208	Q9NYY8
NONHSAG055315	Q9NYY8
NONHSAG055329	Q9NYY8
NONHSAG055628	Q9NYY8
NONHSAG000046	Q969Z0
NONHSAG000579	Q969Z0
NONHSAG000835	Q969Z0
NONHSAG001017	Q969Z0
NONHSAG003658	Q969Z0
NONHSAG004457	Q969Z0
NONHSAG004598	Q969Z0
NONHSAG007410	Q969Z0
NONHSAG008349	Q969Z0
NONHSAG008552	Q969Z0
NONHSAG008996	Q969Z0
NONHSAG009030	Q969Z0
NONHSAG009372	Q969Z0
NONHSAG009706	Q969Z0
NONHSAG010307	Q969Z0
NONHSAG010313	Q969Z0
NONHSAG010728	Q969Z0
NONHSAG010986	Q969Z0
NONHSAG011084	Q969Z0
NONHSAG011092	Q969Z0
NONHSAG012529	Q969Z0
NONHSAG015671	Q969Z0
NONHSAG015969	Q969Z0
NONHSAG016100	Q969Z0
NONHSAG016307	Q969Z0
NONHSAG017679	Q969Z0
NONHSAG018530	Q969Z0
NONHSAG018624	Q969Z0
NONHSAG018999	Q969Z0
NONHSAG073574	Q969Z0
NONHSAG073025	Q969Z0
NONHSAG021471	Q969Z0
NONHSAG021678	Q969Z0
NONHSAG022655	Q969Z0
NONHSAG024200	Q969Z0
NONHSAG024462	Q969Z0
NONHSAG024778	Q969Z0
NONHSAG026091	Q969Z0
NONHSAG026274	Q969Z0
NONHSAG026359	Q969Z0
NONHSAG027144	Q969Z0
NONHSAG027351	Q969Z0
NONHSAG027894	Q969Z0
NONHSAG028093	Q969Z0
NONHSAG029130	Q969Z0
NONHSAG030059	Q969Z0
NONHSAG030522	Q969Z0
NONHSAG030876	Q969Z0
NONHSAG031060	Q969Z0
NONHSAG031585	Q969Z0
NONHSAG031749	Q969Z0
NONHSAG081583	Q969Z0
NONHSAG032319	Q969Z0
NONHSAG033691	Q969Z0
NONHSAG034063	Q969Z0
NONHSAG035111	Q969Z0
NONHSAG035118	Q969Z0
NONHSAG036615	Q969Z0
NONHSAG036783	Q969Z0
NONHSAG037225	Q969Z0
NONHSAG037936	Q969Z0
NONHSAG094075	Q969Z0
NONHSAG096880	Q969Z0
NONHSAG047244	Q969Z0
NONHSAG048354	Q969Z0
NONHSAG049647	Q969Z0
NONHSAG051137	Q969Z0
NONHSAG099126	Q969Z0
NONHSAG055329	Q969Z0
NONHSAG000046	Q02790
NONHSAG000091	Q02790
NONHSAG000835	Q02790
NONHSAG001999	Q02790
NONHSAG002096	Q02790
NONHSAG002921	Q02790
NONHSAG003074	Q02790
NONHSAG003132	Q02790
NONHSAG004457	Q02790
NONHSAG004583	Q02790
NONHSAG004598	Q02790
NONHSAG005455	Q02790
NONHSAG006265	Q02790
NONHSAG007287	Q02790
NONHSAG007410	Q02790
NONHSAG008507	Q02790
NONHSAG008552	Q02790
NONHSAG008572	Q02790
NONHSAG008670	Q02790
NONHSAG008728	Q02790
NONHSAG008800	Q02790
NONHSAG008992	Q02790
NONHSAG008996	Q02790
NONHSAG009182	Q02790
NONHSAG009372	Q02790
NONHSAG009706	Q02790
NONHSAG009737	Q02790
NONHSAG010307	Q02790
NONHSAG010313	Q02790
NONHSAG010319	Q02790
NONHSAG010366	Q02790
NONHSAG010728	Q02790
NONHSAG010986	Q02790
NONHSAG011084	Q02790
NONHSAG011627	Q02790
NONHSAG012534	Q02790
NONHSAG012555	Q02790
NONHSAG012604	Q02790
NONHSAG013183	Q02790
NONHSAG013199	Q02790
NONHSAG015097	Q02790
NONHSAG015893	Q02790
NONHSAG015982	Q02790
NONHSAG016021	Q02790
NONHSAG016100	Q02790
NONHSAG016307	Q02790
NONHSAG016768	Q02790
NONHSAG017233	Q02790
NONHSAG018223	Q02790
NONHSAG018257	Q02790
NONHSAG018293	Q02790
NONHSAG018523	Q02790
NONHSAG018530	Q02790
NONHSAG018594	Q02790
NONHSAG018624	Q02790
NONHSAG018999	Q02790
NONHSAG019015	Q02790
NONHSAG072221	Q02790
NONHSAG073025	Q02790
NONHSAG021329	Q02790
NONHSAG021359	Q02790
NONHSAG021384	Q02790
NONHSAG021471	Q02790
NONHSAG021678	Q02790
NONHSAG021878	Q02790
NONHSAG022050	Q02790
NONHSAG073786	Q02790
NONHSAG022559	Q02790
NONHSAG022595	Q02790
NONHSAG022655	Q02790
NONHSAG022854	Q02790
NONHSAG022856	Q02790
NONHSAG022857	Q02790
NONHSAG024200	Q02790
NONHSAG024350	Q02790
NONHSAG024462	Q02790
NONHSAG076362	Q02790
NONHSAG024778	Q02790
NONHSAG024783	Q02790
NONHSAG025160	Q02790
NONHSAG026053	Q02790
NONHSAG026091	Q02790
NONHSAG026129	Q02790
NONHSAG026274	Q02790
NONHSAG026359	Q02790
NONHSAG027167	Q02790
NONHSAG027920	Q02790
NONHSAG028093	Q02790
NONHSAG077551	Q02790
NONHSAG029130	Q02790
NONHSAG029711	Q02790
NONHSAG029906	Q02790
NONHSAG029933	Q02790
NONHSAG030059	Q02790
NONHSAG030876	Q02790
NONHSAG031051	Q02790
NONHSAG081356	Q02790
NONHSAG031415	Q02790
NONHSAG031452	Q02790
NONHSAG031585	Q02790
NONHSAG031645	Q02790
NONHSAG031666	Q02790
NONHSAG031749	Q02790
NONHSAG031750	Q02790
NONHSAG031790	Q02790
NONHSAG081583	Q02790
NONHSAG032247	Q02790
NONHSAG032297	Q02790
NONHSAG032319	Q02790
NONHSAG033080	Q02790
NONHSAG033480	Q02790
NONHSAG034027	Q02790
NONHSAG083777	Q02790
NONHSAG034063	Q02790
NONHSAG034935	Q02790
NONHSAG035106	Q02790
NONHSAG035111	Q02790
NONHSAG035118	Q02790
NONHSAG084937	Q02790
NONHSAG036615	Q02790
NONHSAG036783	Q02790
NONHSAG037072	Q02790
NONHSAG037082	Q02790
NONHSAG037225	Q02790
NONHSAG037936	Q02790
NONHSAG040408	Q02790
NONHSAG090262	Q02790
NONHSAG041023	Q02790
NONHSAG090380	Q02790
NONHSAG041707	Q02790
NONHSAG090577	Q02790
NONHSAG042357	Q02790
NONHSAG094075	Q02790
NONHSAG093517	Q02790
NONHSAG096880	Q02790
NONHSAG047097	Q02790
NONHSAG047182	Q02790
NONHSAG047466	Q02790
NONHSAG047851	Q02790
NONHSAG048073	Q02790
NONHSAG048354	Q02790
NONHSAG048464	Q02790
NONHSAG049647	Q02790
NONHSAG051091	Q02790
NONHSAG051137	Q02790
NONHSAG099742	Q02790
NONHSAG099126	Q02790
NONHSAG052202	Q02790
NONHSAG053814	Q02790
NONHSAG054208	Q02790
NONHSAG055329	Q02790
NONHSAG000046	Q96I24
NONHSAG000386	Q96I24
NONHSAG000536	Q96I24
NONHSAG000835	Q96I24
NONHSAG000920	Q96I24
NONHSAG000981	Q96I24
NONHSAG001351	Q96I24
NONHSAG001683	Q96I24
NONHSAG001968	Q96I24
NONHSAG002205	Q96I24
NONHSAG002393	Q96I24
NONHSAG002728	Q96I24
NONHSAG003486	Q96I24
NONHSAG003633	Q96I24
NONHSAG004027	Q96I24
NONHSAG057260	Q96I24
NONHSAG004598	Q96I24
NONHSAG004855	Q96I24
NONHSAG004975	Q96I24
NONHSAG005548	Q96I24
NONHSAG006173	Q96I24
NONHSAG006198	Q96I24
NONHSAG006265	Q96I24
NONHSAG007410	Q96I24
NONHSAG007631	Q96I24
NONHSAG008349	Q96I24
NONHSAG008404	Q96I24
NONHSAG008552	Q96I24
NONHSAG008572	Q96I24
NONHSAG008670	Q96I24
NONHSAG008841	Q96I24
NONHSAG008921	Q96I24
NONHSAG009182	Q96I24
NONHSAG009225	Q96I24
NONHSAG009372	Q96I24
NONHSAG009520	Q96I24
NONHSAG009706	Q96I24
NONHSAG009768	Q96I24
