estimator,validation_setting,dataset,fold,start_time,LT__auprc,LL__auprc,LL__auroc,TT__auroc,TL__auprc,TL__auroc,LT__auroc,TT__auprc,LL_M__auprc,LL_M__auroc,predict_time,fit_time,predict_time_single,log_predict_time_single,log_melting_time,log_predict_time,melting_time,log_fit_time
dwnn_square_bxt_bgso,TT,dpi_n,0,2024-11-25 01:16:15.591000+00:00,0.4825201662698865,0.9968611997777759,0.9997340361227303,0.4559139784946237,0.27242296918767506,0.9471480900052328,0.8016194331983806,0.24086745904318005,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,1,2024-11-25 01:16:15.607000+00:00,0.46983804417363134,0.9991280221957988,0.9999282605576546,0.9325842696629213,0.27176698352646944,0.851985559566787,0.9226872246696035,0.25,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,2,2024-11-25 01:16:15.611000+00:00,0.6331887961924475,0.979625818903071,0.998393489528366,0.7393617021276596,0.17158800111586683,0.7741268382352942,0.898417198204583,0.24285714285714283,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,3,2024-11-25 01:16:15.621000+00:00,0.4562983459699592,0.9769633573237357,0.9983822367121122,0.23333333333333328,0.36927929279504246,0.8504611330698286,0.8622222222222222,0.014285714285714285,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,4,2024-11-25 01:16:15.621000+00:00,0.5135740929578823,1.0,0.9999999999999999,0.643010752688172,0.47153682345881076,0.8211538461538461,0.7353505220541231,0.27176470588235296,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,5,2024-11-25 01:16:15.622000+00:00,0.3980729552646942,1.0,1.0,0.8023255813953488,0.41292007661924546,0.8153558052434456,0.9058823529411764,0.15229483160517643,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,6,2024-11-25 01:16:15.622000+00:00,0.6734152838471479,0.9757567130656503,0.9985791785068459,0.7720430107526881,0.48600175916508637,0.8351923076923077,0.8965,0.1337995337995338,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,7,2024-11-25 01:16:15.628000+00:00,0.4091571477639589,0.9819319796529999,0.9988228758861496,0.7530864197530864,0.3554123297717902,0.8138480392156863,0.8724523339907955,0.3117748070313777,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,8,2024-11-25 01:16:15.628000+00:00,0.462643796813487,0.9992673328123256,0.9999485808309339,0.6975881261595547,0.41981535813992643,0.6276864728192161,0.700961753522702,0.37654668832707205,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,9,2024-11-25 01:16:15.645000+00:00,0.36481462554710326,0.9996371552975326,0.9999749599358974,0.6438356164383562,0.3907519354661707,0.674728260869565,0.9031711450012103,0.12440388605923411,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,10,2024-11-25 01:16:15.653000+00:00,0.600214486330957,0.9774767358045112,0.9985863504280217,0.7942386831275721,0.41031729291828956,0.6310060060060061,0.8744698897370653,0.17474747474747476,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,12,2024-11-25 01:16:15.672000+00:00,0.2346790364597517,0.9949138337511487,0.9997429223304091,0.5881261595547309,0.37925025730729245,0.6935813953488371,0.664951912323865,0.15764835578500175,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,11,2024-11-25 01:16:15.672000+00:00,0.4223037615039175,0.981501661684115,0.998798076923077,0.673611111111111,0.2921046322728478,0.529004329004329,0.7966594045025418,0.1894803099703281,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,13,2024-11-25 01:16:15.673000+00:00,0.24539505620168067,0.9986216131064902,0.9999157398045164,0.5779411764705883,0.3274519703404889,0.6728896103896104,0.9213709677419355,0.37135243377421,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,14,2024-11-25 01:16:15.674000+00:00,0.25959089955275594,0.9665670668573114,0.9980106100795756,0.6577777777777778,0.42371999692357154,0.6619915848527349,0.7450248756218905,0.18822574115541393,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_n,15,2024-11-25 01:16:15.687000+00:00,0.391410254466858,0.9516539488654598,0.9976204640095181,0.8356481481481481,0.4045160199013583,0.6318181818181818,0.8683127572016461,0.3548985293666144,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_g,0,2024-11-25 01:16:19.785000+00:00,0.2184159899133229,0.9997693563267334,0.9999938109472916,0.8191735353845628,0.5798029818833437,0.9047614867227632,0.8080601444427289,0.18581618975107603,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_g,1,2024-11-25 01:16:19.891000+00:00,0.2882360092796979,0.9985511229104687,0.9999572990661665,0.8286833271167475,0.5849758344845445,0.9171812725610572,0.8504504540810879,0.15456039000727384,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_g,2,2024-11-25 01:16:19.891000+00:00,0.3823504331205494,0.9972489116867674,0.9999247098190945,0.8409288230447213,0.5264760887673247,0.9072487198170299,0.9198219831010327,0.17905668796751295,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_g,3,2024-11-25 01:16:20.144000+00:00,0.25226428256225847,0.9999377877262431,0.9999980524741368,0.8151440833844268,0.3765338336027077,0.8610946479885058,0.8065102988451005,0.16915965039755806,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_g,4,2024-11-25 01:16:20.156000+00:00,0.3682885879674387,0.9992624618237493,0.9999717113841105,0.7683744678126702,0.457689750163193,0.8992218182376043,0.8725695393431783,0.10489560629262604,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_g,5,2024-11-25 01:16:20.164000+00:00,0.358791673794873,0.9989322148886347,0.9999644617555181,0.8839004217336117,0.4571643665010287,0.8862198188435999,0.8908624159714627,0.12273197781971235,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_g,6,2024-11-25 01:16:20.176000+00:00,0.2658259666841995,0.9998246173469387,0.9999951340674993,0.7475683286222499,0.49198762309906546,0.8665419068293534,0.8268012200759783,0.10857001562459812,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_g,7,2024-11-25 01:16:20.249000+00:00,0.2839449274043072,0.9993716345054391,0.9999800605494648,0.8198952454423647,0.5106896108064867,0.8719545439525944,0.848454592507624,0.1445214601855829,,,,,,,,,,
dwnn_square_bxt_bgso,TT,dpi_g,8,2024-11-25 01:16:20.257000+00:00,0.2997177751769048,0.9995120091560024,0.9999842781092781,0.8206639566395664,0.5016381747740609,0.9006400615804572,0.8999955230428982,0.1848511584635872,,,,,,,,,,
dwnn_square_bxt_bgso,TT,davis,0,2024-11-25 01:16:20.292000+00:00,0.6225740167692091,0.9448760069710436,0.9981506746626687,0.7696281006421274,0.33309588759856984,0.7821821472166668,0.9418049411372418,0.3042736450332613,,,,,,,,,,
dwnn_square_bxt_bgso,TT,davis,1,2024-11-25 01:16:20.531000+00:00,0.6470586311849204,0.9329760992630437,0.9977899304184545,0.7596408879481551,0.35760534804978794,0.8064558324488361,0.9486910492259769,0.27350835746054436,,,,,,,,,,
dwnn_square_bxt_bgso,TT,davis,2,2024-11-25 01:16:20.640000+00:00,0.6000763879763796,0.9675009687823523,0.9989733881050188,0.7998746609857721,0.3366276854416607,0.8029465321191837,0.9232797986907374,0.3348027336660935,,,,,,,,,,
dwnn_square_bxt_bgso,TT,davis,3,2024-11-25 01:16:20.865000+00:00,0.665495648122968,0.9363248061969112,0.9977467945718239,0.8167209351980356,0.3143846470860553,0.8307896073177005,0.9537437594649285,0.24401022489891244,,,,,,,,,,
dwnn_square_bxt_bgso,TT,davis,4,2024-11-25 01:16:26.914000+00:00,0.610806775838147,0.915960628225803,0.9969707397142493,0.8104631920905032,0.27939137485164023,0.8242091230184978,0.947897184465167,0.2985694437562831,,,,,,,,,,
dwnn_square_bxt_bgso,TT,davis,5,2024-11-25 01:16:26.994000+00:00,0.6033085751143094,0.9512906645678665,0.9983186992518823,0.7716033957876033,0.32182321432355016,0.8353582828342329,0.9383623418585104,0.20209946752528812,,,,,,,,,,
dwnn_square_bxt_bgso,TT,davis,6,2024-11-25 01:16:27.231000+00:00,0.6078590873028576,0.9370984771878698,0.9969548136099003,0.7733082287080375,0.1670015993553462,0.7783864595013081,0.9403085504720436,0.20764643438587385,,,,,,,,,,
